,url,prize,photographer,year
670,https://www.worldpressphoto.org/collection/photo-contest/1982/viktor-chernov-aass/1,"Stories, 2nd prize",Viktor Chernov,1982
671,https://www.worldpressphoto.org/collection/photo-contest/1982/dieter-blum-aass/1,"Stories, 1st prize",Dieter Blum,1982
672,https://www.worldpressphoto.org/collection/photo-contest/1982/imre-benko-aas/1,"Singles, Honorable mention",Imre Benkö,1982
673,https://www.worldpressphoto.org/collection/photo-contest/1982/douglas-kirkland-aas/1,"Singles, Honorable mention",Douglas Kirkland,1982
674,https://www.worldpressphoto.org/collection/photo-contest/1982/masahiko-ohki/1,"Stories, 2nd prize",Masahiko Ohki,1982
675,https://www.worldpressphoto.org/collection/photo-contest/1982/victor-zagumyonnov/1,"Stories, 3rd prize",Victor Zagumyonnov,1982
676,https://www.worldpressphoto.org/collection/photo-contest/1982/mikhail-shteinbach/1,"Stories, 3rd prize",Mikhail Shteinbach,1982
677,https://www.worldpressphoto.org/collection/photo-contest/1982/douglas-kirkland-sat/1,"Singles, Honorable mention",Douglas Kirkland,1982
678,https://www.worldpressphoto.org/collection/photo-contest/1982/joseph-czarnesczky-nef/1,"Singles, 2nd prize",Joseph Czarnesczky,1982
679,https://www.worldpressphoto.org/collection/photo-contest/1982/francois-lochon-nef/1,"Singles, 1st prize",François Lochon,1982
680,https://www.worldpressphoto.org/collection/photo-contest/1982/makram-karim/1,"Stories, 2nd prize",Makram Karim,1982
681,https://www.worldpressphoto.org/collection/photo-contest/1982/ron-edmonds-sns/1,"Stories, 1st prize",Ron Edmonds,1982
682,https://www.worldpressphoto.org/collection/photo-contest/1982/james-g-laragy/1,"Singles, 3rd prize",James G. Laragy,1982
683,https://www.worldpressphoto.org/collection/photo-contest/1982/ron-edmonds-sn/1,"Singles, 2nd prize",Ron Edmonds,1982
684,https://www.worldpressphoto.org/collection/photo-contest/1982/manuel-perez-barriopedro-sn/1,"Singles, 1st prize",Manuel Pérez Barriopedro,1982
685,https://www.worldpressphoto.org/collection/photo-contest/1982/sergei-kivrin/1,"Singles, 3rd prize",Sergei Kivrin,1982
686,https://www.worldpressphoto.org/collection/photo-contest/1982/ronald-kuntz/1,"Singles, 2nd prize",Ronald Kuntz,1982
687,https://www.worldpressphoto.org/collection/photo-contest/1982/daniel-forster/1,"Singles, 1st prize",Daniel Forster,1982
688,https://www.worldpressphoto.org/collection/photo-contest/1982/peter-thomann-sats/1,"Stories, 3rd prize",Peter Thomann,1982
689,https://www.worldpressphoto.org/collection/photo-contest/1982/viktor-chernov-sats/1,"Stories, 2nd prize",Viktor Chernov,1982
690,https://www.worldpressphoto.org/collection/photo-contest/1982/dolf-preisig/1,"Stories, Honorable mention",Dölf Preisig,1982
691,https://www.worldpressphoto.org/collection/photo-contest/1982/imre-benko-sat/1,"Singles, Honorable mention",Imre Benkö,1982
692,https://www.worldpressphoto.org/collection/photo-contest/1982/ken-regan-sat/1,"Singles, 1st prize",Ken Regan,1982
693,https://www.worldpressphoto.org/collection/photo-contest/1982/vincent-mentzel/1,"Stories, Honorable mention",Vincent Mentzel,1982
694,https://www.worldpressphoto.org/collection/photo-contest/1982/henning-christoph/1,"Singles, 2nd prize",Henning Christoph,1982
695,https://www.worldpressphoto.org/collection/photo-contest/1982/wendy-watriss-ot/1,"Stories, Individual awards",Wendy Watriss,1982
696,https://www.worldpressphoto.org/collection/photo-contest/1982/wendy-watriss-oba/1,"Stories, Individual awards",Wendy Watriss,1982
697,https://www.worldpressphoto.org/collection/photo-contest/1982/stormi-lee-greener/1,"Stories, 3rd prize",Stormi Lee Greener,1982
698,https://www.worldpressphoto.org/collection/photo-contest/1982/eddie-adams-nefs/1,"Stories, 2nd prize",Eddie Adams,1982
699,https://www.worldpressphoto.org/collection/photo-contest/1982/wendy-watriss-nefs/1,"Stories, 1st prize",Wendy Watriss,1982
700,https://www.worldpressphoto.org/collection/photo-contest/1982/michel-lipchitz-nef/1,"Singles, 3rd prize",Michel Lipchitz,1982
701,https://www.worldpressphoto.org/collection/photo-contest/1982/dieter-blum-sats/1,"Stories, 1st prize",Dieter Blum,1982
702,https://www.worldpressphoto.org/collection/photo-contest/1983/christopher-steele-perkins-gn/1,"Singles, 3rd prize",Christopher Steele-Perkins,1983
703,https://www.worldpressphoto.org/collection/photo-contest/1983/chuck-fishman-gns/1,"Stories, 2nd prize",Chuck Fishman,1983
704,https://www.worldpressphoto.org/collection/photo-contest/1983/randy-eli-grothe-gns/1,"Stories, 3rd prize",Randy Eli Grothe,1983
705,https://www.worldpressphoto.org/collection/photo-contest/1983/kent-e-gavin/1,"Stories, 2nd prize",Kent E. Gavin,1983
706,https://www.worldpressphoto.org/collection/photo-contest/1983/eddie-adams/1,"Singles, 2nd prize",Eddie Adams,1983
707,https://www.worldpressphoto.org/collection/photo-contest/1983/a-wildenberg/1,"Singles, 3rd prize",A. Wildenberg,1983
708,https://www.worldpressphoto.org/collection/photo-contest/1983/david-m-rice-evans/1,"Stories, 1st prize",David M. Rice-Evans,1983
709,https://www.worldpressphoto.org/collection/photo-contest/1983/olav-fjeld-hasselknippe-gn/1,"Singles, 2nd prize",Olav Fjeld Hasselknippe,1983
710,https://www.worldpressphoto.org/collection/photo-contest/1983/ole-lind/1,"Singles, 1st prize",Ole Lind,1983
711,https://www.worldpressphoto.org/collection/photo-contest/1983/alain-raffestin-gn/1,"Singles, 1st prize",Alain Raffestin,1983
712,https://www.worldpressphoto.org/collection/photo-contest/1983/henning-christoph/1,"Singles, 2nd prize",Henning Christoph,1983
713,https://www.worldpressphoto.org/collection/photo-contest/1983/grey-villet/1,"Stories, 2nd prize",Grey Villet,1983
714,https://www.worldpressphoto.org/collection/photo-contest/1983/neil-mcgahee-dls/1,"Stories, 1st prize",Neil McGahee,1983
715,https://www.worldpressphoto.org/collection/photo-contest/1983/robert-dear/1,"Singles, 3rd prize",Robert Dear,1983
716,https://www.worldpressphoto.org/collection/photo-contest/1983/folke-hellberg/1,"Singles, 1st prize",Folke Hellberg,1983
717,https://www.worldpressphoto.org/collection/photo-contest/1983/theo-westenberger/1,"Stories, 3rd prize",Theo Westenberger,1983
718,https://www.worldpressphoto.org/collection/photo-contest/1983/enrico-ferorelli/1,"Stories, 2nd prize",Enrico Ferorelli,1983
719,https://www.worldpressphoto.org/collection/photo-contest/1983/amos-ulrich-schliack/1,"Stories, 1st prize",Amos Ulrich Schliack,1983
720,https://www.worldpressphoto.org/collection/photo-contest/1983/james-long/1,"Singles, Honorable mention",James Long,1983
721,https://www.worldpressphoto.org/collection/photo-contest/1983/alexander-v-lyskin/1,"Singles, 1st prize",Alexander V. Lyskin,1983
722,https://www.worldpressphoto.org/collection/photo-contest/1983/stormi-lee-greener/1,"Stories, 3rd prize",Stormi Lee Greener,1983
723,https://www.worldpressphoto.org/collection/photo-contest/1983/michael-melford/1,"Singles, 2nd prize",Michael Melford,1983
724,https://www.worldpressphoto.org/collection/photo-contest/1983/robin-moyer-sns/1,"Stories, 3rd prize",Robin Moyer,1983
725,https://www.worldpressphoto.org/collection/photo-contest/1983/sergey-vasiliev/1,"Stories, 1st prize",Sergey Vasiliev,1983
726,https://www.worldpressphoto.org/collection/photo-contest/1983/jose-manuel-martos-sanchez/1,"Singles, 3rd prize",Jose Manuel Martos Sanchez,1983
727,https://www.worldpressphoto.org/collection/photo-contest/1983/james-bruce-dickman/1,"Stories, 1st prize",James Bruce Dickman,1983
728,https://www.worldpressphoto.org/collection/photo-contest/1983/anonymous/1,"Singles, 3rd prize", Anonymous,1983
729,https://www.worldpressphoto.org/collection/photo-contest/1983/martin-cleaver/1,"Singles, 2nd prize",Martin Cleaver,1983
730,https://www.worldpressphoto.org/collection/photo-contest/1983/robin-moyer-sn/1,"Singles, 1st prize",Robin Moyer,1983
731,https://www.worldpressphoto.org/collection/photo-contest/1983/achim-bussler/1,"Stories, 1st prize",Achim Bussler,1983
732,https://www.worldpressphoto.org/collection/photo-contest/1983/enrico-ferorelli-sp/1,"Singles, 2nd prize",Enrico Ferorelli,1983
733,https://www.worldpressphoto.org/collection/photo-contest/1983/eugen-zimmermann/1,"Singles, 1st prize",Eugen Zimmermann,1983
734,https://www.worldpressphoto.org/collection/photo-contest/1983/vyacheslav-polunin-pns/1,"Stories, 2nd prize",Vyacheslav Polunin,1983
735,https://www.worldpressphoto.org/collection/photo-contest/1983/doug-pithey/1,"Stories, 1st prize",Doug Pithey,1983
736,https://www.worldpressphoto.org/collection/photo-contest/1983/jim-mclagan/1,"Stories, 2nd prize",Jim McLagan,1983
737,https://www.worldpressphoto.org/collection/photo-contest/1983/john-bryson/1,"Singles, 1st prize",John Bryson,1983
738,https://www.worldpressphoto.org/collection/photo-contest/1983/neil-mcgahee-ot/1,"Stories, Individual awards",Neil McGahee,1983
739,https://www.worldpressphoto.org/collection/photo-contest/1983/neil-mcgahee-oba/1,"Stories, Individual awards",Neil McGahee,1983
740,https://www.worldpressphoto.org/collection/photo-contest/1983/randy-eli-grothe-nefs/1,"Stories, 3rd prize",Randy Eli Grothe,1983
741,https://www.worldpressphoto.org/collection/photo-contest/1983/chuck-fishman/1,"Stories, 2nd prize",Chuck Fishman,1983
742,https://www.worldpressphoto.org/collection/photo-contest/1983/christopher-steele-perkins-nef/1,"Singles, 3rd prize",Christopher Steele-Perkins,1983
743,https://www.worldpressphoto.org/collection/photo-contest/1983/olav-fjeld-hasselknippe-nef/1,"Singles, 2nd prize",Olav Fjeld Hasselknippe,1983
744,https://www.worldpressphoto.org/collection/photo-contest/1983/alain-raffestin-nef/1,"Singles, 1st prize",Alain Raffestin,1983
745,https://www.worldpressphoto.org/collection/photo-contest/1983/vincent-mentzel/1,"Stories, 2nd prize",Vincent Mentzel,1983
746,https://www.worldpressphoto.org/collection/photo-contest/1983/vyacheslav-polunin-pn/1,"Singles, 3rd prize",Vyacheslav Polunin,1983
747,https://www.worldpressphoto.org/collection/photo-contest/1984/torbjorn-andersson/1,"Singles, 1st prize",Torbjörn Andersson,1984
748,https://www.worldpressphoto.org/collection/photo-contest/1984/donald-rypka/1,"Singles, 2nd prize",Donald Rypka,1984
749,https://www.worldpressphoto.org/collection/photo-contest/1984/gary-friedman/1,"Singles, Honorable mention",Gary Friedman,1984
750,https://www.worldpressphoto.org/collection/photo-contest/1984/roger-turesson/1,"Stories, Honorable mention",Roger Turesson,1984
751,https://www.worldpressphoto.org/collection/photo-contest/1984/barromes-pytkowitcz/1,"Stories, 2nd prize",Barromes Pytkowitcz,1984
752,https://www.worldpressphoto.org/collection/photo-contest/1984/mihaly-moldvay/1,"Singles, 1st prize",Mihály Moldvay,1984
753,https://www.worldpressphoto.org/collection/photo-contest/1984/yuri-kaver/1,"Singles, Honorable mention",Yuri Kaver,1984
754,https://www.worldpressphoto.org/collection/photo-contest/1984/vladimir-chistyakov/1,"Stories, 1st prize",Vladimir Chistyakov,1984
755,https://www.worldpressphoto.org/collection/photo-contest/1984/thomas-pflaum-gns/1,"Stories, Honorable mention",Thomas Pflaum,1984
756,https://www.worldpressphoto.org/collection/photo-contest/1984/volker-kraemer/1,"Stories, Honorable mention",Volker Kraemer,1984
757,https://www.worldpressphoto.org/collection/photo-contest/1984/reza-gns/1,"Stories, 2nd prize", Reza,1984
758,https://www.worldpressphoto.org/collection/photo-contest/1984/alexander-tsiaras/1,"Singles, 2nd prize",Alexander Tsiaras,1984
759,https://www.worldpressphoto.org/collection/photo-contest/1984/sadayuki-mikami-gn/1,"Singles, 3rd prize",Sadayuki Mikami,1984
760,https://www.worldpressphoto.org/collection/photo-contest/1984/diego-goldberg-gn/1,"Singles, 2nd prize",Diego Goldberg,1984
761,https://www.worldpressphoto.org/collection/photo-contest/1984/jose-azel-gn/1,"Singles, 1st prize",José Azel,1984
762,https://www.worldpressphoto.org/collection/photo-contest/1984/bill-frakes/1,"Stories, 3rd prize",Bill Frakes,1984
763,https://www.worldpressphoto.org/collection/photo-contest/1984/stormi-lee-greener-dls/1,"Stories, 1st prize",Stormi Lee Greener,1984
764,https://www.worldpressphoto.org/collection/photo-contest/1984/robert-black/1,"Singles, 1st prize",Robert Black,1984
765,https://www.worldpressphoto.org/collection/photo-contest/1984/ira-schwarz-ca/1,"Singles, Individual awards",Ira Schwarz,1984
766,https://www.worldpressphoto.org/collection/photo-contest/1984/valery-khristoforov/1,"Stories, Honorable mention",Valery Khristoforov,1984
767,https://www.worldpressphoto.org/collection/photo-contest/1984/alexander-chumichev/1,"Singles, Honorable mention",Alexander Chumichev,1984
768,https://www.worldpressphoto.org/collection/photo-contest/1984/diego-goldberg/1,"Singles, 2nd prize",Diego Goldberg,1984
769,https://www.worldpressphoto.org/collection/photo-contest/1984/sam-walton/1,"Singles, 1st prize",Sam Walton,1984
770,https://www.worldpressphoto.org/collection/photo-contest/1984/manoocher-deghati-gns/1,"Stories, 1st prize",Manoocher Deghati,1984
771,https://www.worldpressphoto.org/collection/photo-contest/1984/sadayuki-mikami/1,"Singles, 3rd prize",Sadayuki Mikami,1984
772,https://www.worldpressphoto.org/collection/photo-contest/1984/jose-azel/1,"Singles, 1st prize",José Azel,1984
773,https://www.worldpressphoto.org/collection/photo-contest/1984/reza/1,"Stories, 2nd prize", Reza,1984
774,https://www.worldpressphoto.org/collection/photo-contest/1984/manoocher-deghati/1,"Stories, 1st prize",Manoocher Deghati,1984
775,https://www.worldpressphoto.org/collection/photo-contest/1984/yan-morvan-sns/1,"Stories, 3rd prize",Yan Morvan,1984
776,https://www.worldpressphoto.org/collection/photo-contest/1984/mehmet-umit-turpcu/1,"Stories, 2nd prize",Mehmet Umit Turpcu,1984
777,https://www.worldpressphoto.org/collection/photo-contest/1984/michel-setboun/1,"Stories, 1st prize",Michel Setboun,1984
778,https://www.worldpressphoto.org/collection/photo-contest/1984/bhawan-singh/1,"Singles, 3rd prize",Bhawan Singh,1984
779,https://www.worldpressphoto.org/collection/photo-contest/1984/yan-morvan-sn/1,"Singles, 2nd prize",Yan Morvan,1984
780,https://www.worldpressphoto.org/collection/photo-contest/1984/mustafa-bozdemir-sn/1,"Singles, 1st prize",Mustafa Bozdemir,1984
781,https://www.worldpressphoto.org/collection/photo-contest/1984/valery-zufarov/1,"Stories, 2nd prize",Valery Zufarov,1984
782,https://www.worldpressphoto.org/collection/photo-contest/1984/gerard-rancinan/1,"Stories, 1st prize",Gérard Rancinan,1984
783,https://www.worldpressphoto.org/collection/photo-contest/1984/igor-utkin/1,"Singles, 3rd prize",Igor Utkin,1984
784,https://www.worldpressphoto.org/collection/photo-contest/1984/herbert-liedel/1,"Singles, 2nd prize",Herbert Liedel,1984
785,https://www.worldpressphoto.org/collection/photo-contest/1984/manuel-hernandez-de-leon/1,"Singles, 1st prize",Manuel Hernandez de Leon,1984
786,https://www.worldpressphoto.org/collection/photo-contest/1984/lajos-weber/1,"Stories, Honorable mention",Lajos Weber,1984
787,https://www.worldpressphoto.org/collection/photo-contest/1984/alexander-chumichev-st/1,"Singles, Honorable mention",Alexander Chumichev,1984
788,https://www.worldpressphoto.org/collection/photo-contest/1984/alexander-tsiaras-st/1,"Singles, 2nd prize",Alexander Tsiaras,1984
789,https://www.worldpressphoto.org/collection/photo-contest/1984/sam-walton-st/1,"Singles, 1st prize",Sam Walton,1984
790,https://www.worldpressphoto.org/collection/photo-contest/1984/david-burnett/1,"Singles, 3rd prize",David Burnett,1984
791,https://www.worldpressphoto.org/collection/photo-contest/1984/eddie-adams-pn2/1,"Singles, 2nd prize",Eddie Adams,1984
792,https://www.worldpressphoto.org/collection/photo-contest/1984/eddie-adams-pn1/1,"Singles, 1st prize",Eddie Adams,1984
793,https://www.worldpressphoto.org/collection/photo-contest/1984/stormi-lee-greener-ot/1,"Stories, Individual awards",Stormi Lee Greener,1984
794,https://www.worldpressphoto.org/collection/photo-contest/1984/ira-schwarz-ot/1,"Singles, Individual awards",Ira Schwarz,1984
795,https://www.worldpressphoto.org/collection/photo-contest/1984/stormi-lee-greener-oba/1,"Stories, Individual awards",Stormi Lee Greener,1984
796,https://www.worldpressphoto.org/collection/photo-contest/1984/thomas-pflaum/1,"Stories, Honorable mention",Thomas Pflaum,1984
797,https://www.worldpressphoto.org/collection/photo-contest/1984/valery-khristoforov-sts/1,"Stories, Honorable mention",Valery Khristoforov,1984
798,https://www.worldpressphoto.org/collection/photo-contest/1985/dilip-mehta-gns/1,"Stories, 3rd prize",Dilip Mehta,1985
799,https://www.worldpressphoto.org/collection/photo-contest/1985/theo-westenberger/1,"Singles, 1st prize",Theo Westenberger,1985
800,https://www.worldpressphoto.org/collection/photo-contest/1985/james-nachtwey-hu/1,"Singles, 2nd prize",James Nachtwey,1985
801,https://www.worldpressphoto.org/collection/photo-contest/1985/ronald-g-bell/1,"Singles, 3rd prize",Ronald G. Bell,1985
802,https://www.worldpressphoto.org/collection/photo-contest/1985/steve-mccurry-na/1,"Singles, 1st prize",Steve McCurry,1985
803,https://www.worldpressphoto.org/collection/photo-contest/1985/hans-olav-forsang-nef/1,"Singles, 1st prize",Hans-Olav Forsang,1985
804,https://www.worldpressphoto.org/collection/photo-contest/1985/yuri-kaver/1,"Singles, 3rd prize",Yuri Kaver,1985
805,https://www.worldpressphoto.org/collection/photo-contest/1985/steve-mccurry-nas/1,"Stories, 1st prize",Steve McCurry,1985
806,https://www.worldpressphoto.org/collection/photo-contest/1985/dieter-blum/1,"Stories, Honorable mention",Dieter Blum,1985
807,https://www.worldpressphoto.org/collection/photo-contest/1985/sebastiao-ribeiro-salgado-gns/1,"Stories, 1st prize",Sebastião Ribeiro Salgado,1985
808,https://www.worldpressphoto.org/collection/photo-contest/1985/anatoly-iolis/1,"Singles, 2nd prize",Anatoly Iolis,1985
809,https://www.worldpressphoto.org/collection/photo-contest/1985/hans-olav-forsang-gn/1,"Singles, 1st prize",Hans-Olav Forsang,1985
810,https://www.worldpressphoto.org/collection/photo-contest/1985/jose-azel-aoa/1,"Singles, Individual awards",José Azel,1985
811,https://www.worldpressphoto.org/collection/photo-contest/1985/gianfranco-gorgoni/1,"Stories, 2nd prize",Gianfranco Gorgoni,1985
812,https://www.worldpressphoto.org/collection/photo-contest/1985/steve-mccurry-dls/1,"Stories, 1st prize",Steve McCurry,1985
813,https://www.worldpressphoto.org/collection/photo-contest/1985/james-nachtwey-dl/1,"Singles, 3rd prize",James Nachtwey,1985
814,https://www.worldpressphoto.org/collection/photo-contest/1985/lajos-soos/1,"Singles, 2nd prize",Lajos Soós,1985
815,https://www.worldpressphoto.org/collection/photo-contest/1985/steve-mccurry-dl/1,"Singles, 1st prize",Steve McCurry,1985
816,https://www.worldpressphoto.org/collection/photo-contest/1985/hans-olav-forsang-ca/1,"Singles, Individual awards",Hans-Olav Forsang,1985
817,https://www.worldpressphoto.org/collection/photo-contest/1985/geoff-tompkinson-aass/1,"Stories, 3rd prize",Geoff Tompkinson,1985
818,https://www.worldpressphoto.org/collection/photo-contest/1985/henning-christoph/1,"Stories, 2nd prize",Henning Christoph,1985
819,https://www.worldpressphoto.org/collection/photo-contest/1985/bill-strode-aass/1,"Stories, 1st prize",Bill Strode,1985
820,https://www.worldpressphoto.org/collection/photo-contest/1985/viktor-chernov-aas/1,"Singles, 1st prize",Viktor Chernov,1985
821,https://www.worldpressphoto.org/collection/photo-contest/1985/david-burnett-GN2/1,"Singles, 2nd prize",David Burnett,1985
822,https://www.worldpressphoto.org/collection/photo-contest/1985/lynn-johnson/1,"Stories, 3rd prize",Lynn Johnson,1985
823,https://www.worldpressphoto.org/collection/photo-contest/1985/david-burnett-GN3/1,"Singles, 3rd prize",David Burnett,1985
824,https://www.worldpressphoto.org/collection/photo-contest/1985/james-nachtwey-sn-2/1,"Singles, 2nd prize",James Nachtwey,1985
825,https://www.worldpressphoto.org/collection/photo-contest/1985/dilip-mehta-nefs/1,"Stories, 3rd prize",Dilip Mehta,1985
826,https://www.worldpressphoto.org/collection/photo-contest/1985/sebastiao-ribeiro-salgado-nefs/1,"Stories, 1st prize",Sebastião Ribeiro Salgado,1985
827,https://www.worldpressphoto.org/collection/photo-contest/1985/jacques-pavlovsky/1,"Stories, 3rd prize",Jacques Pavlovsky,1985
828,https://www.worldpressphoto.org/collection/photo-contest/1985/dilip-mehta-sns/1,"Stories, 2nd prize",Dilip Mehta,1985
829,https://www.worldpressphoto.org/collection/photo-contest/1985/james-nachtwey-sns/1,"Stories, 1st prize",James Nachtwey,1985
830,https://www.worldpressphoto.org/collection/photo-contest/1985/james-nachtwey-sn-3/1,"Singles, 3rd prize",James Nachtwey,1985
831,https://www.worldpressphoto.org/collection/photo-contest/1985/pablo-bartholomew-sn/1,"Singles, 1st prize",Pablo Bartholomew,1985
832,https://www.worldpressphoto.org/collection/photo-contest/1985/bruce-chambers/1,"Stories, 2nd prize",Bruce Chambers,1985
833,https://www.worldpressphoto.org/collection/photo-contest/1985/jose-azel-sps/1,"Stories, 1st prize",José Azel,1985
834,https://www.worldpressphoto.org/collection/photo-contest/1985/jose-azel-sp-3/1,"Singles, 3rd prize",José Azel,1985
835,https://www.worldpressphoto.org/collection/photo-contest/1985/jose-azel-sp-2/1,"Singles, 2nd prize",José Azel,1985
836,https://www.worldpressphoto.org/collection/photo-contest/1985/david-burnett-sp/1,"Singles, 1st prize",David Burnett,1985
837,https://www.worldpressphoto.org/collection/photo-contest/1985/geoff-tompkinson-sats/1,"Stories, 3rd prize",Geoff Tompkinson,1985
838,https://www.worldpressphoto.org/collection/photo-contest/1985/dieter-menne/1,"Stories, 3rd prize",Dieter Menne,1985
839,https://www.worldpressphoto.org/collection/photo-contest/1985/viktor-chernov-sat/1,"Singles, 1st prize",Viktor Chernov,1985
840,https://www.worldpressphoto.org/collection/photo-contest/1985/sebastiao-ribeiro-salgado-oba/1,"Stories, Individual awards",Sebastião Ribeiro Salgado,1985
841,https://www.worldpressphoto.org/collection/photo-contest/1985/bill-strode-sats/1,"Stories, 1st prize",Bill Strode,1985
842,https://www.worldpressphoto.org/collection/photo-contest/1985/hans-olav-forsang-ot/1,"Singles, Individual awards",Hans-Olav Forsang,1985
843,https://www.worldpressphoto.org/collection/photo-contest/1985/jose-azel-ot/1,"Singles, Individual awards",José Azel,1985
844,https://www.worldpressphoto.org/collection/photo-contest/1985/sebastiao-ribeiro-salgado-ot/1,"Stories, Individual awards",Sebastião Ribeiro Salgado,1985
845,https://www.worldpressphoto.org/collection/photo-contest/1985/thomas-haley/1,"Singles, 1st prize",Thomas Haley,1985
846,https://www.worldpressphoto.org/collection/photo-contest/1985/lynn-goldsmith/1,"Singles, 3rd prize",Lynn Goldsmith,1985
847,https://www.worldpressphoto.org/collection/photo-contest/1985/brian-lanker/1,"Stories, 1st prize",Brian Lanker,1985
848,https://www.worldpressphoto.org/collection/photo-contest/1985/gerard-rancinan/1,"Stories, 2nd prize",Gérard Rancinan,1985
849,https://www.worldpressphoto.org/collection/photo-contest/1985/harry-benson/1,"Stories, 3rd prize",Harry Benson,1985
850,https://www.worldpressphoto.org/collection/photo-contest/1985/christian-vioujard/1,"Singles, 2nd prize",Christian Vioujard,1985
851,https://www.worldpressphoto.org/collection/photo-contest/1986/mary-ellen-mark-gns/1,"Stories, 2nd prize",Mary Ellen Mark,1986
852,https://www.worldpressphoto.org/collection/photo-contest/1986/alexander-grachtchenkov/1,"Singles, 1st prize",Alexander Grachtchenkov,1986
853,https://www.worldpressphoto.org/collection/photo-contest/1986/alfred-yaghobzadeh-gns/1,"Stories, 1st prize",Alfred Yaghobzadeh,1986
854,https://www.worldpressphoto.org/collection/photo-contest/1986/james-l-stanfield-gns/1,"Stories, 3rd prize",James L. Stanfield,1986
855,https://www.worldpressphoto.org/collection/photo-contest/1986/alexandr-polyakov/1,"Singles, 2nd prize",Alexandr Polyakov,1986
856,https://www.worldpressphoto.org/collection/photo-contest/1986/thomas-pflaum/1,"Singles, 3rd prize",Thomas Pflaum,1986
857,https://www.worldpressphoto.org/collection/photo-contest/1986/ronald-g-bell/1,"Stories, Honorable mention",Ronald G. Bell,1986
858,https://www.worldpressphoto.org/collection/photo-contest/1986/james-a-sugar/1,"Singles, 1st prize",James A. Sugar,1986
859,https://www.worldpressphoto.org/collection/photo-contest/1986/john-launois/1,"Singles, 2nd prize",John Launois,1986
860,https://www.worldpressphoto.org/collection/photo-contest/1986/alain-keler/1,"Stories, 1st prize",Alain Keler,1986
861,https://www.worldpressphoto.org/collection/photo-contest/1986/james-nachtwey-gn/1,"Singles, 2nd prize",James Nachtwey,1986
862,https://www.worldpressphoto.org/collection/photo-contest/1986/j-scott-applewhite/1,"Singles, 3rd prize",J. Scott Applewhite,1986
863,https://www.worldpressphoto.org/collection/photo-contest/1986/eric-luse-gn/1,"Singles, 1st prize",Eric Luse,1986
864,https://www.worldpressphoto.org/collection/photo-contest/1986/eddie-adams/1,"Singles, 2nd prize",Eddie Adams,1986
865,https://www.worldpressphoto.org/collection/photo-contest/1986/peter-korniss/1,"Stories, 2nd prize",Péter Korniss,1986
866,https://www.worldpressphoto.org/collection/photo-contest/1986/david-turnley-dls/1,"Stories, 1st prize",David Turnley,1986
867,https://www.worldpressphoto.org/collection/photo-contest/1986/manoocher-deghati/1,"Singles, 3rd prize",Manoocher Deghati,1986
868,https://www.worldpressphoto.org/collection/photo-contest/1986/vladimir-vyatkin-dl/1,"Singles, 2nd prize",Vladimir Vyatkin,1986
869,https://www.worldpressphoto.org/collection/photo-contest/1986/alain-le-garsmeur/1,"Singles, 1st prize",Alain Le Garsmeur,1986
870,https://www.worldpressphoto.org/collection/photo-contest/1986/jorge-eliecer-parga-salcedo-ca/1,"Singles, Individual awards",Jorge Eliecer Parga Salcedo,1986
871,https://www.worldpressphoto.org/collection/photo-contest/1986/torbjorn-andersson-ba/1,"Singles, Individual awards",Torbjörn Andersson,1986
872,https://www.worldpressphoto.org/collection/photo-contest/1986/zoltan-polya/1,"Stories, 3rd prize",Zoltán Pólya,1986
873,https://www.worldpressphoto.org/collection/photo-contest/1986/leopold-dzikowski-grzegorz-roginski/1,"Stories, 2nd prize", Leopold Dzikowski & Grzegorz Roginski,1986
874,https://www.worldpressphoto.org/collection/photo-contest/1986/alexander-makarov/1,"Stories, 1st prize",Alexander Makarov,1986
875,https://www.worldpressphoto.org/collection/photo-contest/1986/neal-ulevich/1,"Singles, 3rd prize",Neal Ulevich,1986
876,https://www.worldpressphoto.org/collection/photo-contest/1986/torbjorn-andersson-aae/1,"Singles, 1st prize",Torbjörn Andersson,1986
877,https://www.worldpressphoto.org/collection/photo-contest/1986/søren-rasmussen/1,"Stories, 2nd prize",Søren Rasmussen,1986
878,https://www.worldpressphoto.org/collection/photo-contest/1986/jodi-cobb/1,"Stories, 3rd prize",Jodi Cobb,1986
879,https://www.worldpressphoto.org/collection/photo-contest/1986/eric-luse/1,"Singles, 1st prize",Eric Luse,1986
880,https://www.worldpressphoto.org/collection/photo-contest/1986/james-nachtwey/1,"Singles, 2nd prize",James Nachtwey,1986
881,https://www.worldpressphoto.org/collection/photo-contest/1986/frank-fournier-sns/1,"Stories, 1st prize",Frank Fournier,1986
882,https://www.worldpressphoto.org/collection/photo-contest/1986/alfred-yaghobzadeh/1,"Stories, 1st prize",Alfred Yaghobzadeh,1986
883,https://www.worldpressphoto.org/collection/photo-contest/1986/jorge-eliecer-parga-salcedo-sns/1,"Stories, 3rd prize",Jorge Eliecer Parga Salcedo,1986
884,https://www.worldpressphoto.org/collection/photo-contest/1986/anthony-suau/1,"Stories, 2nd prize",Anthony Suau,1986
885,https://www.worldpressphoto.org/collection/photo-contest/1986/larry-downing/1,"Singles, 3rd prize",Larry Downing,1986
886,https://www.worldpressphoto.org/collection/photo-contest/1986/carol-guzy-sn/1,"Singles, 2nd prize",Carol Guzy,1986
