,url,prize,photographer,year
0,https://www.worldpressphoto.org/collection/photo-contest/1955/mogens-haven/1,1955 Photo Contest,Mogens Haven,1955
1,https://www.worldpressphoto.org/collection/photo-contest/1956/bela-zola-ft/1,"Singles, 1st prize",Bela Zola,1956
2,https://www.worldpressphoto.org/collection/photo-contest/1956/fred-fischer-ft/1,"Singles, 2nd prize",Fred Fischer,1956
3,https://www.worldpressphoto.org/collection/photo-contest/1956/bela-zola-gn/1,"Singles, 1st prize",Bela Zola,1956
4,https://www.worldpressphoto.org/collection/photo-contest/1956/helmuth-pirath-gns/1,"Stories, 1st prize",Helmuth Pirath,1956
5,https://www.worldpressphoto.org/collection/photo-contest/1956/antoine-rulmont-ne/1,"Singles, 1st prize",Antoine Rulmont,1956
6,https://www.worldpressphoto.org/collection/photo-contest/1956/louis-garnade-ne/1,"Singles, 2nd prize",Louis Garnade,1956
7,https://www.worldpressphoto.org/collection/photo-contest/1956/fred-fischer-gn/1,"Singles, 2nd prize",Fred Fischer,1956
8,https://www.worldpressphoto.org/collection/photo-contest/1956/sergey-preobrazhensky/1,"Singles, 1st prize",Sergey Preobrazhensky,1956
9,https://www.worldpressphoto.org/collection/photo-contest/1956/tibor-komlos/1,"Singles, 2nd prize",Tibor Komlós,1956
10,https://www.worldpressphoto.org/collection/photo-contest/1956/franz-votava/1,"Singles, 3rd prize",Franz Votava,1956
11,https://www.worldpressphoto.org/collection/photo-contest/1956/antoine-rulmont-sn/1,"Singles, 1st prize",Antoine Rulmont,1956
12,https://www.worldpressphoto.org/collection/photo-contest/1956/louis-garnade-sn/1,"Singles, 2nd prize",Louis Garnade,1956
13,https://www.worldpressphoto.org/collection/photo-contest/1956/helmuth-pirath-pst/1,"Stories, 1st prize",Helmuth Pirath,1956
14,https://www.worldpressphoto.org/collection/photo-contest/1957/douglas-martin-ne/1,"Singles, 1st prize",Douglas Martin,1957
15,https://www.worldpressphoto.org/collection/photo-contest/1957/zygmunt-wdowinski-ft/1,"Singles, 1st prize",Zygmunt Wdowinski,1957
16,https://www.worldpressphoto.org/collection/photo-contest/1957/ernest-e-miller-ft/1,"Singles, 2nd prize",Ernest E. Miller,1957
17,https://www.worldpressphoto.org/collection/photo-contest/1957/zygmunt-wdowinski-gn/1,"Singles, 1st prize",Zygmunt Wdowinski,1957
18,https://www.worldpressphoto.org/collection/photo-contest/1957/ernest-e-miller-gn/1,"Singles, 2nd prize",Ernest E. Miller,1957
19,https://www.worldpressphoto.org/collection/photo-contest/1957/albert-winkler-gn/1,"Singles, 3rd prize",Albert Winkler,1957
20,https://www.worldpressphoto.org/collection/photo-contest/1957/simon-e-smit-ne/1,"Singles, 2nd prize",Simon E. Smit,1957
21,https://www.worldpressphoto.org/collection/photo-contest/1957/leos-nebor-ft/1,"Singles, 3rd prize",Leos Nebor,1957
22,https://www.worldpressphoto.org/collection/photo-contest/1957/albert-winkler-pst/1,"Singles, 3rd prize",Albert Winkler,1957
23,https://www.worldpressphoto.org/collection/photo-contest/1957/robert-edwards/1,"Singles, 1st prize",Robert Edwards,1957
24,https://www.worldpressphoto.org/collection/photo-contest/1957/jaap-j-herschel/1,"Singles, 2nd prize",Jaap J. Herschel,1957
25,https://www.worldpressphoto.org/collection/photo-contest/1957/douglas-martin-sn/1,"Singles, 1st prize",Douglas Martin,1957
26,https://www.worldpressphoto.org/collection/photo-contest/1957/simon-e-smit-sn/1,"Singles, 2nd prize",Simon E. Smit,1957
27,https://www.worldpressphoto.org/collection/photo-contest/1957/nikola-bibic-sn/1,"Singles, 3rd prize",Nikola Bibic,1957
28,https://www.worldpressphoto.org/collection/photo-contest/1957/nikola-bibic-ne/1,"Singles, 3rd prize",Nikola Bibic,1957
29,https://www.worldpressphoto.org/collection/photo-contest/1959/vilem-kropp-ft/1,"Singles, 1st prize",Vilém Kropp,1959
30,https://www.worldpressphoto.org/collection/photo-contest/1959/jean-philippe-charbonnier-ft/1,"Singles, 2nd prize",Jean-Philippe Charbonnier,1959
31,https://www.worldpressphoto.org/collection/photo-contest/1959/erno-vadas-ft/1,"Singles, 3rd prize",Ernö Vadas,1959
32,https://www.worldpressphoto.org/collection/photo-contest/1959/vilem-kropp-gn/1,"Singles, 1st prize",Vilém Kropp,1959
33,https://www.worldpressphoto.org/collection/photo-contest/1959/jean-philippe-charbonnier-gn/1,"Singles, 2nd prize",Jean-Philippe Charbonnier,1959
34,https://www.worldpressphoto.org/collection/photo-contest/1959/erno-vadas-gn/1,"Singles, 3rd prize",Ernö Vadas,1959
35,https://www.worldpressphoto.org/collection/photo-contest/1959/oleg-tsesarsky-ne/1,"Singles, 2nd prize",Oleg Tsesarsky,1959
36,https://www.worldpressphoto.org/collection/photo-contest/1959/colin-fletcher-ne/1,"Singles, 1st prize",Colin Fletcher,1959
37,https://www.worldpressphoto.org/collection/photo-contest/1959/stanislav-tereba-sp/1,"Singles, 1st prize",Stanislav Tereba,1959
38,https://www.worldpressphoto.org/collection/photo-contest/1959/otakar-hurka/1,"Singles, 2nd prize",Otakar Hürka,1959
39,https://www.worldpressphoto.org/collection/photo-contest/1959/gunnar-tingsvall/1,"Singles, 3rd prize",Gunnar Tingsvall,1959
40,https://www.worldpressphoto.org/collection/photo-contest/1959/colin-fletcher-sn/1,"Singles, 1st prize",Colin Fletcher,1959
41,https://www.worldpressphoto.org/collection/photo-contest/1959/oleg-tsesarsky-sn/1,"Singles, 2nd prize",Oleg Tsesarsky,1959
42,https://www.worldpressphoto.org/collection/photo-contest/1959/daniel-camus-sn/1,"Singles, 3rd prize",Daniel Camus,1959
43,https://www.worldpressphoto.org/collection/photo-contest/1959/daniel-camus-ne/1,"Singles, 3rd prize",Daniel Camus,1959
44,https://www.worldpressphoto.org/collection/photo-contest/1961/jean-mounicq-gns/1,"Stories, 2nd prize",Jean Mounicq,1961
45,https://www.worldpressphoto.org/collection/photo-contest/1961/peter-sheppard-ft/1,"Singles, 1st prize",Peter Sheppard,1961
46,https://www.worldpressphoto.org/collection/photo-contest/1961/otto-j-nocker-ft/1,"Singles, 2nd prize",Otto J. Nöcker,1961
47,https://www.worldpressphoto.org/collection/photo-contest/1961/carl-o-lofman-ft/1,"Singles, 3rd prize",Carl O. Löfman,1961
48,https://www.worldpressphoto.org/collection/photo-contest/1961/peter-sheppard-gn/1,"Singles, 1st prize",Peter Sheppard,1961
49,https://www.worldpressphoto.org/collection/photo-contest/1961/otto-j-nocker-gn/1,"Singles, 2nd prize",Otto J. Nöcker,1961
50,https://www.worldpressphoto.org/collection/photo-contest/1961/carl-o-lofman-gn/1,"Singles, 3rd prize",Carl O. Löfman,1961
51,https://www.worldpressphoto.org/collection/photo-contest/1961/andre-lefebvre-gns/1,"Stories, 1st prize",André Lefèbvre,1961
52,https://www.worldpressphoto.org/collection/photo-contest/1961/yasushi-nagao-ne/1,"Singles, 1st prize",Yasushi Nagao,1961
53,https://www.worldpressphoto.org/collection/photo-contest/1961/jean-mounicq/1,"Stories, 2nd prize",Jean Mounicq,1961
54,https://www.worldpressphoto.org/collection/photo-contest/1961/warren-k-leffler-ne/1,"Singles, 3rd prize",Warren K. Leffler,1961
55,https://www.worldpressphoto.org/collection/photo-contest/1961/andre-lefebvre-pst/1,"Stories, 1st prize",André Lefèbvre,1961
56,https://www.worldpressphoto.org/collection/photo-contest/1961/erkki-laitila-ne/1,"Singles, 2nd prize",Erkki Laitila,1961
57,https://www.worldpressphoto.org/collection/photo-contest/1961/herbert-peterhofen/1,"Singles, 1st prize",Herbert Peterhofen,1961
58,https://www.worldpressphoto.org/collection/photo-contest/1961/victor-blackman/1,"Singles, 3rd prize",Victor Blackman,1961
59,https://www.worldpressphoto.org/collection/photo-contest/1961/yasushi-nagao-sn/1,"Singles, 1st prize",Yasushi Nagao,1961
60,https://www.worldpressphoto.org/collection/photo-contest/1961/erkki-laitila-sn/1,"Singles, 2nd prize",Erkki Laitila,1961
61,https://www.worldpressphoto.org/collection/photo-contest/1961/warren-k-leffler-sn/1,"Singles, 3rd prize",Warren K. Leffler,1961
62,https://www.worldpressphoto.org/collection/photo-contest/1962/guido-mangold-mapp/1,"Singles, 1st prize",Guido Mangold,1962
63,https://www.worldpressphoto.org/collection/photo-contest/1962/jochen-blume-gns/1,"Stories, 3rd prize",Jochen Blume,1962
64,https://www.worldpressphoto.org/collection/photo-contest/1962/walter-studer-gns/1,"Stories, 2nd prize",Walter Studer,1962
65,https://www.worldpressphoto.org/collection/photo-contest/1962/hector-rondon-lovera-gns/1,"Stories, 1st prize",Héctor Rondón Lovera,1962
66,https://www.worldpressphoto.org/collection/photo-contest/1962/henryk-grzeda-ft/1,"Singles, 3rd prize",Henryk Grzeda,1962
67,https://www.worldpressphoto.org/collection/photo-contest/1962/eisse-folkers-jr-gn/1,"Singles, 2nd prize",Eisse Folkers Jr.,1962
68,https://www.worldpressphoto.org/collection/photo-contest/1962/erik-parbst-gn/1,"Singles, 1st prize",Erik Parbst,1962
69,https://www.worldpressphoto.org/collection/photo-contest/1962/wilhelm-mann-ne/1,"Singles, 2nd prize",Wilhelm Mann,1962
70,https://www.worldpressphoto.org/collection/photo-contest/1962/eisse-folkers-jr-ft/1,"Singles, 2nd prize",Eisse Folkers Jr.,1962
71,https://www.worldpressphoto.org/collection/photo-contest/1962/erik-parbst-ft/1,"Singles, 1st prize",Erik Parbst,1962
72,https://www.worldpressphoto.org/collection/photo-contest/1962/henryk-grzeda-gn/1,"Singles, 3rd prize",Henryk Grzeda,1962
73,https://www.worldpressphoto.org/collection/photo-contest/1962/herbert-kofler-ne/1,"Singles, 3rd prize",Herbert Kofler,1962
74,https://www.worldpressphoto.org/collection/photo-contest/1962/cees-boer-ne/1,"Singles, 1st prize",Cees Boer,1962
75,https://www.worldpressphoto.org/collection/photo-contest/1962/hector-rondon-lovera-ot/1,"Singles, Individual awards",Héctor Rondón Lovera,1962
76,https://www.worldpressphoto.org/collection/photo-contest/1962/guido-mangold-ot/1,"Singles, 1st prize",Guido Mangold,1962
77,https://www.worldpressphoto.org/collection/photo-contest/1962/herbert-kofler-sn/1,"Singles, 3rd prize",Herbert Kofler,1962
78,https://www.worldpressphoto.org/collection/photo-contest/1962/wilhelm-mann-sn/1,"Singles, 2nd prize",Wilhelm Mann,1962
79,https://www.worldpressphoto.org/collection/photo-contest/1962/helge-heinonen/1,"Singles, 3rd prize",Helge Heinonen,1962
80,https://www.worldpressphoto.org/collection/photo-contest/1962/h-hattori/1,"Singles, 2nd prize",H. Hattori,1962
81,https://www.worldpressphoto.org/collection/photo-contest/1962/cees-boer-sn/1,"Singles, 1st prize",Cees Boer,1962
82,https://www.worldpressphoto.org/collection/photo-contest/1962/hector-rondon-lovera-pf/1,"Singles, Individual awards",Héctor Rondón Lovera,1962
83,https://www.worldpressphoto.org/collection/photo-contest/1962/jochen-blume-pst/1,"Stories, 3rd prize",Jochen Blume,1962
84,https://www.worldpressphoto.org/collection/photo-contest/1962/walter-studer-pst/1,"Stories, 2nd prize",Walter Studer,1962
85,https://www.worldpressphoto.org/collection/photo-contest/1962/hector-rondon-lovera-pst/1,"Stories, 1st prize",Héctor Rondón Lovera,1962
86,https://www.worldpressphoto.org/collection/photo-contest/1962/josef-pillmann/1,"Singles, 1st prize",Josef Pillmann,1962
87,https://www.worldpressphoto.org/collection/photo-contest/1963/jovan-ritopecki-gns/1,"Stories, 2nd prize",Jovan Ritopecki,1963
88,https://www.worldpressphoto.org/collection/photo-contest/1963/guido-mangold-mapp/1,"Singles, Honorable mention",Guido Mangold,1963
89,https://www.worldpressphoto.org/collection/photo-contest/1963/jurgen-heinemann-mapp/1,"Singles, 1st prize",Jürgen Heinemann,1963
90,https://www.worldpressphoto.org/collection/photo-contest/1963/arild-kristo-gns/1,"Stories, 3rd prize",Arild Kristo,1963
91,https://www.worldpressphoto.org/collection/photo-contest/1963/eddy-veen-gns/1,"Stories, 1st prize",Eddy Veen,1963
92,https://www.worldpressphoto.org/collection/photo-contest/1963/peter-thomann-ft/1,"Singles, 1st prize",Peter Thomann,1963
93,https://www.worldpressphoto.org/collection/photo-contest/1963/maya-okushko-gn/1,"Singles, 2nd prize",Maya Okushko,1963
94,https://www.worldpressphoto.org/collection/photo-contest/1963/peter-thomann-gn/1,"Singles, 1st prize",Peter Thomann,1963
95,https://www.worldpressphoto.org/collection/photo-contest/1963/frank-cancellare-ft/1,"Singles, 3rd prize",Frank Cancellare,1963
96,https://www.worldpressphoto.org/collection/photo-contest/1963/maya-okushko-ft/1,"Singles, 2nd prize",Maya Okushko,1963
97,https://www.worldpressphoto.org/collection/photo-contest/1963/malcolm-w-browne-ne/1,"Singles, 1st prize",Malcolm W. Browne,1963
98,https://www.worldpressphoto.org/collection/photo-contest/1963/frank-cancellare-gn/1,"Singles, 3rd prize",Frank Cancellare,1963
99,https://www.worldpressphoto.org/collection/photo-contest/1963/freddy-lindstrom-ne/1,"Singles, 2nd prize",Freddy Lindström,1963
100,https://www.worldpressphoto.org/collection/photo-contest/1963/peter-thomann-pf/1,"Singles, Individual awards",Peter Thomann,1963
101,https://www.worldpressphoto.org/collection/photo-contest/1963/jurgen-heinemann-ot/1,"Singles, 1st prize",Jürgen Heinemann,1963
102,https://www.worldpressphoto.org/collection/photo-contest/1963/freddy-lindstrom-sn/1,"Singles, 2nd prize",Freddy Lindström,1963
103,https://www.worldpressphoto.org/collection/photo-contest/1963/malcolm-w-browne-sn/1,"Singles, 1st prize",Malcolm W. Browne,1963
104,https://www.worldpressphoto.org/collection/photo-contest/1963/murray-becker/1,"Singles, 3rd prize",Murray Becker,1963
105,https://www.worldpressphoto.org/collection/photo-contest/1963/sidney-martin/1,"Singles, 2nd prize",Sidney Martin,1963
106,https://www.worldpressphoto.org/collection/photo-contest/1963/fritz-peyer/1,"Singles, 1st prize",Fritz Peyer,1963
107,https://www.worldpressphoto.org/collection/photo-contest/1963/donald-k-price-sn/1,"Singles, 3rd prize",Donald K. Price,1963
108,https://www.worldpressphoto.org/collection/photo-contest/1963/arild-kristo-pst/1,"Stories, 3rd prize",Arild Kristo,1963
109,https://www.worldpressphoto.org/collection/photo-contest/1963/jovan-ritopecki-pst/1,"Stories, 2nd prize",Jovan Ritopecki,1963
110,https://www.worldpressphoto.org/collection/photo-contest/1963/eddy-veen-pst/1,"Stories, 1st prize",Eddy Veen,1963
111,https://www.worldpressphoto.org/collection/photo-contest/1963/peter-thomann-ot/1,"Singles, Individual awards",Peter Thomann,1963
112,https://www.worldpressphoto.org/collection/photo-contest/1963/guido-mangold-ot/1,"Singles, Honorable mention",Guido Mangold,1963
113,https://www.worldpressphoto.org/collection/photo-contest/1963/donald-k-price-ne/1,"Singles, 3rd prize",Donald K. Price,1963
114,https://www.worldpressphoto.org/collection/photo-contest/1964/ulrich-mack-mapp/1,"Singles, 1st prize",Ulrich Mack,1964
115,https://www.worldpressphoto.org/collection/photo-contest/1964/peter-thomann-mapp/1,"Singles, 1st prize",Peter Thomann,1964
116,https://www.worldpressphoto.org/collection/photo-contest/1964/don-mccullin-gns/1,"Stories, 3rd prize",Don McCullin,1964
117,https://www.worldpressphoto.org/collection/photo-contest/1964/fritz-peyer-gns/1,"Stories, 2nd prize",Fritz Peyer,1964
118,https://www.worldpressphoto.org/collection/photo-contest/1964/ulrich-mack-gns/1,"Stories, 1st prize",Ulrich Mack,1964
119,https://www.worldpressphoto.org/collection/photo-contest/1964/gennady-koposov-gn/1,"Singles, 1st prize",Gennady Koposov,1964
120,https://www.worldpressphoto.org/collection/photo-contest/1964/ronald-g-bell-gn/1,"Singles, 2nd prize",Ronald G. Bell,1964
121,https://www.worldpressphoto.org/collection/photo-contest/1964/ronald-g-bell-ft/1,"Singles, 2nd prize",Ronald G. Bell,1964
122,https://www.worldpressphoto.org/collection/photo-contest/1964/gennady-koposov-ft/1,"Singles, 1st prize",Gennady Koposov,1964
123,https://www.worldpressphoto.org/collection/photo-contest/1964/jaime-jaiguer-guerrero-castrillon-ne/1,"Singles, 1st prize",Jaime 'Jaiguer' Guerrero Castrillon,1964
124,https://www.worldpressphoto.org/collection/photo-contest/1964/eddie-adams-gn/1,"Singles, 3rd prize",Eddie Adams,1964
125,https://www.worldpressphoto.org/collection/photo-contest/1964/stig-naess-ne/1,"Singles, 3rd prize",Stig Naess,1964
126,https://www.worldpressphoto.org/collection/photo-contest/1964/eddie-adams-ne/1,"Singles, 2nd prize",Eddie Adams,1964
127,https://www.worldpressphoto.org/collection/photo-contest/1964/peter-thomann-ot/1,"Singles, 1st prize",Peter Thomann,1964
128,https://www.worldpressphoto.org/collection/photo-contest/1964/eddie-adams-nef/1,"Singles, 3rd prize",Eddie Adams,1964
129,https://www.worldpressphoto.org/collection/photo-contest/1964/stig-naess-sn/1,"Singles, 3rd prize",Stig Naess,1964
130,https://www.worldpressphoto.org/collection/photo-contest/1964/eddie-adams-sn/1,"Singles, 2nd prize",Eddie Adams,1964
131,https://www.worldpressphoto.org/collection/photo-contest/1964/jaime-jaiguer-guerrero-castrillon-sn/1,"Singles, 1st prize",Jaime 'Jaiguer' Guerrero Castrillon,1964
132,https://www.worldpressphoto.org/collection/photo-contest/1964/rene-maestri/1,"Singles, 2nd prize",René Maestri,1964
133,https://www.worldpressphoto.org/collection/photo-contest/1964/peter-dawson-ralph/1,"Singles, 1st prize",Peter Dawson Ralph,1964
134,https://www.worldpressphoto.org/collection/photo-contest/1964/emil-fafek/1,"Singles, 3rd prize",Emil Fafek,1964
135,https://www.worldpressphoto.org/collection/photo-contest/1964/don-mccullin-pst/1,"Stories, 3rd prize",Don McCullin,1964
136,https://www.worldpressphoto.org/collection/photo-contest/1964/fritz-peyer-pst/1,"Stories, 2nd prize",Fritz Peyer,1964
137,https://www.worldpressphoto.org/collection/photo-contest/1964/ulrich-mack-pst/1,"Stories, 1st prize",Ulrich Mack,1964
138,https://www.worldpressphoto.org/collection/photo-contest/1964/ulrich-mack-ot/1,"Singles, Individual awards",Ulrich Mack,1964
139,https://www.worldpressphoto.org/collection/photo-contest/1964/ulrich-mack-pf/1,"Singles, Individual awards",Ulrich Mack,1964
140,https://www.worldpressphoto.org/collection/photo-contest/1965/manfred-rehm-gn/1,"Singles, 2nd prize",Manfred Rehm,1965
141,https://www.worldpressphoto.org/collection/photo-contest/1965/rolf-kreuder-mapp/1,"Singles, 1st prize",Rolf Kreuder,1965
142,https://www.worldpressphoto.org/collection/photo-contest/1965/kyoichi-sawada-ne/1,"Singles, 1st prize",Kyoichi Sawada,1965
143,https://www.worldpressphoto.org/collection/photo-contest/1965/laszlo-fejes-mapp/1,"Singles, 1st prize",László Fejes,1965
144,https://www.worldpressphoto.org/collection/photo-contest/1965/james-bourdier-gns/1,"Stories, Honorable Mention",James Bourdier,1965
145,https://www.worldpressphoto.org/collection/photo-contest/1965/matt-herron-gns/1,"Stories, 2nd prize",Matt Herron,1965
146,https://www.worldpressphoto.org/collection/photo-contest/1965/gerd-heidemann-gn/1,"Singles, 1st prize",Gerd Heidemann,1965
147,https://www.worldpressphoto.org/collection/photo-contest/1965/walter-j-lockeyear-cp/1,"Singles, 3rd prize",Walter J. Lockeyear,1965
148,https://www.worldpressphoto.org/collection/photo-contest/1965/rudi-herzog-ft/1,"Singles, 3rd prize",Rudi Herzog,1965
149,https://www.worldpressphoto.org/collection/photo-contest/1965/manfred-rehm-ft/1,"Singles, 2nd prize",Manfred Rehm,1965
150,https://www.worldpressphoto.org/collection/photo-contest/1965/erich-baumann-cp/1,"Singles, 1st prize",Erich Baumann,1965
151,https://www.worldpressphoto.org/collection/photo-contest/1965/boris-c-m-spremo-ft/1,"Singles, 1st prize",Boris C.M. Spremo,1965
152,https://www.worldpressphoto.org/collection/photo-contest/1965/john-rooy-cp/1,"Singles, 2nd prize",John Rooy,1965
153,https://www.worldpressphoto.org/collection/photo-contest/1965/zamanianne-djahanguir-ne/1,"Singles, 2nd prize",Zamanianne Djahanguir,1965
154,https://www.worldpressphoto.org/collection/photo-contest/1965/boris-c-m-spremo-gn/1,"Singles, 1st prize",Boris C.M. Spremo,1965
155,https://www.worldpressphoto.org/collection/photo-contest/1965/eddie-adams-ne/1,"Singles, 3rd prize",Eddie Adams,1965
156,https://www.worldpressphoto.org/collection/photo-contest/1965/freddy-lindstrom/1,"Singles, 3rd prize",Freddy Lindström,1965
157,https://www.worldpressphoto.org/collection/photo-contest/1965/laszlo-fejes-ot/1,"Singles, 1st prize",László Fejes,1965
158,https://www.worldpressphoto.org/collection/photo-contest/1965/gunter-r-reitz-tass/1,"Singles, Individual awards",Günter R. Reitz,1965
159,https://www.worldpressphoto.org/collection/photo-contest/1965/eddie-adams-sn/1,"Singles, 3rd prize",Eddie Adams,1965
160,https://www.worldpressphoto.org/collection/photo-contest/1965/zamanianne-djahanguir-sn/1,"Singles, 2nd prize",Zamanianne Djahanguir,1965
161,https://www.worldpressphoto.org/collection/photo-contest/1965/kyoichi-sawada-sn/1,"Singles, 1st prize",Kyoichi Sawada,1965
162,https://www.worldpressphoto.org/collection/photo-contest/1965/erich-baumann-sp/1,"Singles, 1st prize",Erich Baumann,1965
163,https://www.worldpressphoto.org/collection/photo-contest/1965/peter-ross-cox-pf/1,"Singles, Individual awards",Peter Ross Cox,1965
164,https://www.worldpressphoto.org/collection/photo-contest/1965/john-rooney/1,"Singles, 1st prize",John Rooney,1965
165,https://www.worldpressphoto.org/collection/photo-contest/1965/matt-herron-pst/1,"Stories, 2nd prize",Matt Herron,1965
166,https://www.worldpressphoto.org/collection/photo-contest/1965/dieter-heggemann-pst/1,"Singles, 3rd prize",Dieter Heggemann,1965
167,https://www.worldpressphoto.org/collection/photo-contest/1965/gerd-heidemann-pst/1,"Singles, 1st prize",Gerd Heidemann,1965
168,https://www.worldpressphoto.org/collection/photo-contest/1965/john-rooy-pn/1,"Singles, 2nd prize",John Rooy,1965
169,https://www.worldpressphoto.org/collection/photo-contest/1965/gunter-r-reitz-ot/1,"Singles, Individual awards",Günter R. Reitz,1965
170,https://www.worldpressphoto.org/collection/photo-contest/1965/rolf-kreuder-ot/1,"Singles, 1st prize",Rolf Kreuder,1965
171,https://www.worldpressphoto.org/collection/photo-contest/1965/james-bourdier-pst/1,"Stories, Honorable Mention",James Bourdier,1965
172,https://www.worldpressphoto.org/collection/photo-contest/1966/james-atherton-gn/1,"Singles, 2nd prize",James Atherton,1966
173,https://www.worldpressphoto.org/collection/photo-contest/1966/ekkehart-sachse-mapp/1,"Singles, 1st prize",Ekkehart Sachse,1966
174,https://www.worldpressphoto.org/collection/photo-contest/1966/shisei-kuwabara-gns/1,"Stories, 3rd prize",Shisei Kuwabara,1966
175,https://www.worldpressphoto.org/collection/photo-contest/1966/lev-porter-gns/1,"Stories, 2nd prize",Lev Porter,1966
176,https://www.worldpressphoto.org/collection/photo-contest/1966/ben-meerendonk-gns/1,"Stories, 1st prize",Ben Meerendonk,1966
177,https://www.worldpressphoto.org/collection/photo-contest/1966/larry-burrows-gn/1,"Singles, 1st prize",Larry Burrows,1966
178,https://www.worldpressphoto.org/collection/photo-contest/1966/viacheslav-un-da-sin-mapp/1,"Singles, 3rd prize",Viacheslav Un Da-sin,1966
179,https://www.worldpressphoto.org/collection/photo-contest/1966/friedl-ulrich-ft/1,"Singles, 3rd prize",Friedl Ulrich,1966
180,https://www.worldpressphoto.org/collection/photo-contest/1966/james-atherton-ft/1,"Singles, 2nd prize",James Atherton,1966
181,https://www.worldpressphoto.org/collection/photo-contest/1966/john-rous-ft/1,"Singles, 1st prize",John Rous,1966
182,https://www.worldpressphoto.org/collection/photo-contest/1966/vasily-malyshev-cp/1,"Singles, Honorable mention",Vasily Malyshev,1966
183,https://www.worldpressphoto.org/collection/photo-contest/1966/lajos-keresztes-cp/1,"Singles, 2nd prize",Lajos Keresztes,1966
184,https://www.worldpressphoto.org/collection/photo-contest/1966/larry-burrows-cp/1,"Singles, 1st prize",Larry Burrows,1966
185,https://www.worldpressphoto.org/collection/photo-contest/1966/john-rous-gn/1,"Singles, 1st prize",John Rous,1966
186,https://www.worldpressphoto.org/collection/photo-contest/1966/gerard-klijn-mapp/1,"Singles, Honorable mention",Gérard Klijn,1966
187,https://www.worldpressphoto.org/collection/photo-contest/1966/lev-porter-pst/1,"Stories, 2nd prize",Lev Porter,1966
188,https://www.worldpressphoto.org/collection/photo-contest/1966/arthur-bastiaanse-ne/1,"Singles, Honorable mention",Arthur Bastiaanse,1966
189,https://www.worldpressphoto.org/collection/photo-contest/1966/arthur-bastiaanse-sn/1,"Singles, Honorable mention",Arthur Bastiaanse,1966
190,https://www.worldpressphoto.org/collection/photo-contest/1966/kyoichi-sawada-sn/1,"Singles, 1st prize",Kyoichi Sawada,1966
191,https://www.worldpressphoto.org/collection/photo-contest/1966/hans-dietrich-kaiser/1,"Singles, 3rd prize",Hans-Dietrich Kaiser,1966
192,https://www.worldpressphoto.org/collection/photo-contest/1966/viacheslav-un-da-sin-sp/1,"Singles, 2nd prize",Viacheslav Un Da-sin,1966
193,https://www.worldpressphoto.org/collection/photo-contest/1966/mogens-berger/1,"Singles, 1st prize",Mogens Berger,1966
194,https://www.worldpressphoto.org/collection/photo-contest/1966/shisei-kuwabara-pst/1,"Stories, 3rd prize",Shisei Kuwabara,1966
195,https://www.worldpressphoto.org/collection/photo-contest/1966/eddie-adams-sn/1,"Singles, Honorable mention",Eddie Adams,1966
196,https://www.worldpressphoto.org/collection/photo-contest/1966/ben-meerendonk-pst/1,"Stories, 1st prize",Ben Meerendonk,1966
197,https://www.worldpressphoto.org/collection/photo-contest/1966/gerard-klijn-ot/1,"Singles, Honorable mention",Gérard Klijn,1966
198,https://www.worldpressphoto.org/collection/photo-contest/1966/viacheslav-un-da-sin-ot/1,"Singles, 3rd prize",Viacheslav Un Da-sin,1966
199,https://www.worldpressphoto.org/collection/photo-contest/1966/ekkehart-sachse-ot/1,"Singles, 1st prize",Ekkehart Sachse,1966
200,https://www.worldpressphoto.org/collection/photo-contest/1966/eddie-adams-ne/1,"Singles, Honorable mention",Eddie Adams,1966
201,https://www.worldpressphoto.org/collection/photo-contest/1966/kyoichi-sawada-ne/1,"Singles, 1st prize",Kyoichi Sawada,1966
202,https://www.worldpressphoto.org/collection/photo-contest/1967/gerard-klijn-mapp/1,"Singles, 1st prize",Gérard Klijn,1967
203,https://www.worldpressphoto.org/collection/photo-contest/1967/thomas-hoepker-gns/1,"Stories, 3rd prize",Thomas Hoepker,1967
204,https://www.worldpressphoto.org/collection/photo-contest/1967/peter-elinskas-gns/1,"Stories, 2nd prize",Peter Elinskas,1967
205,https://www.worldpressphoto.org/collection/photo-contest/1967/fred-ihrt-gns/1,"Stories, 1st prize",Fred Ihrt,1967
206,https://www.worldpressphoto.org/collection/photo-contest/1967/ernst-saxer-gn/1,"Singles, 2nd prize",Ernst Saxer,1967
207,https://www.worldpressphoto.org/collection/photo-contest/1967/karel-e-vereecken-gf/1,"Singles, 3rd prize",Karel E. Vereecken,1967
208,https://www.worldpressphoto.org/collection/photo-contest/1967/co-rentmeester-gn/1,"Singles, 1st prize",Co Rentmeester,1967
209,https://www.worldpressphoto.org/collection/photo-contest/1967/peter-elinskas-gf/1,"Singles, 2nd prize",Peter Elinskas,1967
210,https://www.worldpressphoto.org/collection/photo-contest/1967/georg-munker-gf/1,"Singles, 1st prize",Georg Munker,1967
211,https://www.worldpressphoto.org/collection/photo-contest/1967/ernst-saxer-cp/1,"Singles, 2nd prize",Ernst Saxer,1967
212,https://www.worldpressphoto.org/collection/photo-contest/1967/peter-skingley-mapp/1,"Singles, 2nd prize singles",Peter Skingley,1967
213,https://www.worldpressphoto.org/collection/photo-contest/1967/georg-munker-gn/1,"Singles, 1st prize",Georg Munker,1967
