initial index,Path,Colors_RGB
1674,F:\Temp\1981\Andrew Hosie\2.jpg,"[[224, 224, 224], [78, 78, 78], [41, 41, 41], [170, 170, 170], [123, 123, 123]]"
1675,F:\Temp\1981\Björn H. Larsson Ask\3.jpg,"[[36, 36, 36], [217, 217, 217], [97, 97, 97], [157, 157, 157], [63, 63, 63]]"
1676,F:\Temp\1981\Mike Wells\1.jpg,"[[8, 16, 44], [155, 124, 120], [210, 185, 174], [105, 89, 94], [53, 43, 65]]"
1677,F:\Temp\1981\François Lochon\3.jpg,"[[28, 25, 26], [166, 177, 173], [69, 65, 69], [131, 115, 111], [214, 219, 211]]"
1678,F:\Temp\1981\François Lochon\1.jpg,"[[16, 17, 16], [211, 214, 199], [138, 116, 97], [82, 69, 65], [173, 155, 133]]"
1679,F:\Temp\1981\Mirella Ricciardi\1.jpg,"[[149, 147, 151], [75, 75, 79], [199, 196, 199], [43, 43, 47], [109, 108, 112]]"
1680,F:\Temp\1981\John Everett\1.jpg,"[[113, 113, 113], [22, 22, 22], [196, 196, 196], [153, 153, 153], [67, 67, 67]]"
1681,F:\Temp\1981\Andrew Hosie\5.jpg,"[[34, 34, 34], [157, 157, 157], [113, 113, 113], [72, 72, 72], [202, 202, 202]]"
1682,F:\Temp\1981\Björn H. Larsson Ask\5.jpg,"[[137, 137, 137], [215, 215, 215], [41, 41, 41], [177, 177, 177], [97, 97, 97]]"
1683,F:\Temp\1981\Andrew Hosie\1.jpg,"[[168, 168, 168], [68, 68, 68], [120, 120, 120], [211, 211, 211], [32, 32, 32]]"
1684,F:\Temp\1981\George M. Wedding\6.jpg,"[[36, 36, 36], [157, 157, 157], [80, 80, 80], [194, 194, 194], [120, 120, 120]]"
1685,F:\Temp\1981\Mirella Ricciardi\2.jpg,"[[80, 70, 77], [221, 215, 202], [36, 29, 33], [179, 165, 157], [130, 116, 117]]"
1686,F:\Temp\1981\Andrew Hosie\5.jpg,"[[34, 34, 34], [157, 157, 157], [113, 113, 113], [72, 72, 72], [202, 202, 202]]"
1687,F:\Temp\1981\Andrew Hosie\8.jpg,"[[38, 38, 38], [164, 164, 164], [132, 132, 132], [74, 74, 74], [200, 200, 200]]"
1688,F:\Temp\1981\Andrew Hosie\1.jpg,"[[168, 168, 168], [68, 68, 68], [120, 120, 120], [211, 211, 211], [32, 32, 32]]"
1689,F:\Temp\1981\Andrew Hosie\7.jpg,"[[61, 61, 61], [144, 144, 144], [102, 102, 102], [19, 19, 19], [194, 194, 194]]"
1690,F:\Temp\1981\George M. Wedding\5.jpg,"[[169, 169, 169], [75, 75, 75], [34, 34, 34], [123, 123, 123], [207, 207, 207]]"
1691,F:\Temp\1981\François Lochon\5.jpg,"[[109, 113, 113], [224, 227, 207], [21, 15, 12], [161, 172, 164], [72, 65, 58]]"
1692,F:\Temp\1981\Andrew Hosie\4.jpg,"[[30, 30, 30], [131, 131, 131], [225, 225, 225], [81, 81, 81], [176, 176, 176]]"
1693,F:\Temp\1981\Andrew Hosie\6.jpg,"[[76, 76, 76], [219, 219, 219], [125, 125, 125], [33, 33, 33], [173, 173, 173]]"
1694,F:\Temp\1981\William Campbell\1.jpg,"[[221, 217, 200], [33, 26, 23], [155, 130, 117], [195, 176, 156], [102, 79, 74]]"
1695,F:\Temp\1981\Andrew Hosie\7.jpg,"[[61, 61, 61], [144, 144, 144], [102, 102, 102], [19, 19, 19], [194, 194, 194]]"
1696,F:\Temp\1981\George M. Wedding\8.jpg,"[[199, 199, 199], [92, 92, 92], [135, 135, 135], [42, 42, 42], [171, 171, 171]]"
1697,F:\Temp\1981\Andrew Hosie\6.jpg,"[[76, 76, 76], [219, 219, 219], [125, 125, 125], [33, 33, 33], [173, 173, 173]]"
1698,F:\Temp\1981\George M. Wedding\2.jpg,"[[94, 94, 94], [203, 203, 203], [134, 134, 134], [48, 48, 48], [169, 169, 169]]"
1699,F:\Temp\1981\François Lochon\6.jpg,"[[199, 211, 198], [44, 32, 19], [132, 127, 122], [162, 174, 171], [99, 82, 62]]"
1700,F:\Temp\1981\Mirella Ricciardi\4.jpg,"[[148, 121, 98], [35, 28, 25], [220, 209, 190], [95, 70, 55], [192, 166, 139]]"
1701,F:\Temp\1981\François Lochon\4.jpg,"[[212, 218, 205], [82, 63, 59], [167, 183, 184], [130, 125, 124], [31, 23, 22]]"
1702,F:\Temp\1981\George M. Wedding\1.jpg,"[[212, 212, 212], [143, 143, 143], [53, 53, 53], [179, 179, 179], [102, 102, 102]]"
1703,F:\Temp\1981\Andrew Hosie\4.jpg,"[[30, 30, 30], [131, 131, 131], [225, 225, 225], [81, 81, 81], [176, 176, 176]]"
1704,F:\Temp\1981\Andrew Hosie\8.jpg,"[[38, 38, 38], [164, 164, 164], [132, 132, 132], [74, 74, 74], [200, 200, 200]]"
1705,F:\Temp\1981\George M. Wedding\4.jpg,"[[26, 26, 26], [214, 214, 214], [119, 119, 119], [60, 60, 60], [179, 179, 179]]"
1706,F:\Temp\1981\Alain Mingam\2.jpg,"[[59, 59, 59], [145, 145, 145], [187, 187, 187], [101, 101, 101], [25, 25, 25]]"
1707,F:\Temp\1981\Mike Wells\1.jpg,"[[8, 16, 44], [155, 124, 120], [210, 185, 174], [105, 89, 94], [53, 43, 65]]"
1708,F:\Temp\1981\Björn H. Larsson Ask\4.jpg,"[[36, 36, 36], [202, 202, 202], [121, 121, 121], [162, 162, 162], [74, 74, 74]]"
1709,F:\Temp\1981\Björn H. Larsson Ask\2.jpg,"[[57, 57, 57], [210, 210, 210], [28, 28, 28], [149, 149, 149], [93, 93, 93]]"
1710,F:\Temp\1981\Björn H. Larsson Ask\1.jpg,"[[165, 165, 165], [37, 37, 37], [123, 123, 123], [205, 205, 205], [87, 87, 87]]"
1711,F:\Temp\1981\George M. Wedding\7.jpg,"[[111, 111, 111], [192, 192, 192], [210, 210, 210], [53, 53, 53], [159, 159, 159]]"
1712,F:\Temp\1981\François Lochon\2.jpg,"[[16, 11, 8], [198, 175, 142], [126, 111, 102], [225, 215, 182], [74, 60, 56]]"
1713,F:\Temp\1982\Viktor Chernov\9.jpg,"[[203, 203, 203], [20, 20, 20], [126, 126, 126], [169, 169, 169], [78, 78, 78]]"
1714,F:\Temp\1982\Makram Karim\1.jpg,"[[78, 78, 78], [173, 173, 173], [200, 200, 200], [110, 110, 110], [145, 145, 145]]"
1715,F:\Temp\1982\Eddie Adams\7.jpg,"[[63, 63, 63], [191, 191, 191], [105, 105, 105], [148, 148, 148], [25, 25, 25]]"
1716,F:\Temp\1982\Dieter Blum\8.jpg,"[[152, 60, 33], [30, 13, 13], [215, 200, 155], [196, 149, 81], [77, 23, 18]]"
1717,F:\Temp\1982\Peter Thomann\4.jpg,"[[193, 192, 173], [98, 77, 58], [170, 160, 126], [56, 39, 31], [133, 114, 83]]"
1718,F:\Temp\1982\Wendy Watriss\7.jpg,"[[17, 16, 17], [203, 200, 200], [95, 94, 94], [51, 49, 50], [154, 152, 151]]"
1719,F:\Temp\1982\Ken Regan\1.jpg,"[[205, 158, 91], [41, 31, 28], [166, 170, 216], [114, 97, 69], [154, 77, 12]]"
1720,F:\Temp\1982\Eddie Adams\5.jpg,"[[195, 195, 195], [23, 23, 23], [96, 96, 96], [144, 144, 144], [59, 59, 59]]"
1721,F:\Temp\1982\Wendy Watriss\6.jpg,"[[27, 27, 27], [156, 156, 156], [104, 104, 104], [194, 194, 194], [63, 63, 63]]"
1722,F:\Temp\1982\Wendy Watriss\3.jpg,"[[203, 203, 203], [86, 86, 86], [127, 127, 127], [47, 47, 47], [167, 167, 167]]"
1723,F:\Temp\1982\Peter Thomann\3.jpg,"[[184, 168, 147], [98, 59, 46], [139, 114, 90], [210, 204, 192], [51, 26, 23]]"
1724,F:\Temp\1982\Dölf Preisig\4.jpg,"[[66, 66, 66], [215, 215, 215], [163, 163, 163], [24, 24, 24], [115, 115, 115]]"
1725,F:\Temp\1982\Eddie Adams\6.jpg,"[[57, 57, 57], [169, 169, 169], [91, 91, 91], [129, 129, 129], [223, 223, 223]]"
1726,F:\Temp\1982\Wendy Watriss\7.jpg,"[[17, 16, 17], [203, 200, 200], [95, 94, 94], [51, 49, 50], [154, 152, 151]]"
1727,F:\Temp\1982\Viktor Chernov\3.jpg,"[[149, 149, 149], [25, 25, 25], [101, 101, 101], [57, 57, 57], [200, 200, 200]]"
1728,F:\Temp\1982\Peter Thomann\1.jpg,"[[196, 192, 183], [94, 55, 35], [134, 99, 65], [44, 22, 19], [170, 146, 109]]"
1729,F:\Temp\1982\Eddie Adams\4.jpg,"[[67, 67, 67], [163, 163, 163], [117, 117, 117], [198, 198, 198], [25, 25, 25]]"
1730,F:\Temp\1982\Eddie Adams\5.jpg,"[[195, 195, 195], [23, 23, 23], [96, 96, 96], [144, 144, 144], [59, 59, 59]]"
1731,F:\Temp\1982\Vladimir Rodionov\1.jpg,"[[96, 96, 96], [169, 169, 169], [135, 135, 135], [211, 211, 211], [56, 56, 56]]"
1732,F:\Temp\1982\Eddie Adams\1.jpg,"[[72, 72, 72], [211, 211, 211], [117, 117, 117], [181, 181, 181], [37, 37, 37]]"
1733,F:\Temp\1982\Michel Lipchitz\1.jpg,"[[66, 66, 66], [159, 159, 159], [34, 34, 34], [114, 114, 114], [202, 202, 202]]"
1734,F:\Temp\1982\Wendy Watriss\5.jpg,"[[113, 113, 113], [38, 38, 38], [197, 197, 197], [72, 72, 72], [150, 150, 150]]"
1735,F:\Temp\1982\John Everett\3.jpg,"[[123, 123, 127], [32, 31, 34], [201, 202, 206], [73, 72, 75], [166, 166, 170]]"
1736,F:\Temp\1982\Peter Thomann\2.jpg,"[[37, 23, 22], [169, 175, 170], [123, 88, 64], [74, 50, 37], [170, 136, 101]]"
1737,F:\Temp\1982\Stormi Lee Greener\1.jpg,"[[219, 219, 219], [52, 52, 52], [103, 103, 103], [24, 24, 24], [162, 162, 162]]"
1738,F:\Temp\1982\Mike Hollist\1.jpg,"[[171, 171, 171], [76, 76, 76], [125, 125, 125], [214, 214, 214], [38, 38, 38]]"
1739,F:\Temp\1982\Gary Friedman\2.jpg,"[[185, 185, 185], [93, 93, 93], [56, 56, 56], [224, 224, 224], [140, 140, 140]]"
1740,F:\Temp\1982\Dieter Blum\3.jpg,"[[118, 104, 71], [32, 17, 14], [204, 196, 176], [71, 61, 45], [166, 154, 116]]"
1741,F:\Temp\1982\Gary Friedman\7.jpg,"[[215, 215, 215], [57, 57, 57], [137, 137, 137], [96, 96, 96], [184, 184, 184]]"
1742,F:\Temp\1982\Wendy Watriss\1.jpg,"[[199, 199, 199], [75, 75, 75], [34, 34, 34], [163, 163, 163], [121, 121, 121]]"
1743,F:\Temp\1982\John Everett\2.jpg,"[[27, 26, 29], [188, 188, 192], [104, 103, 105], [148, 147, 150], [64, 63, 65]]"
1744,F:\Temp\1982\Victor Zagumyonnov\3.jpg,"[[28, 28, 28], [168, 168, 168], [109, 109, 109], [213, 213, 213], [72, 72, 72]]"
1745,F:\Temp\1982\Ron Edmonds\2.jpg,"[[161, 161, 161], [57, 57, 57], [117, 117, 117], [199, 199, 199], [27, 27, 27]]"
1746,F:\Temp\1982\Joseph Czarnesczky\1.jpg,"[[78, 78, 78], [206, 206, 206], [138, 138, 138], [178, 178, 178], [102, 102, 102]]"
1747,F:\Temp\1982\Ron Edmonds\4.jpg,"[[54, 54, 54], [132, 132, 132], [22, 22, 22], [91, 91, 91], [173, 173, 173]]"
1748,F:\Temp\1982\Manuel Pérez Barriopedro\1.jpg,"[[29, 29, 29], [153, 153, 153], [99, 99, 99], [212, 212, 212], [55, 55, 55]]"
1749,F:\Temp\1982\Stormi Lee Greener\6.jpg,"[[89, 89, 89], [23, 23, 23], [192, 192, 192], [53, 53, 53], [130, 130, 130]]"
1750,F:\Temp\1982\John Everett\7.jpg,"[[33, 33, 35], [206, 206, 210], [109, 109, 112], [156, 156, 160], [65, 65, 67]]"
1751,F:\Temp\1982\Peter Thomann\1.jpg,"[[196, 192, 183], [94, 55, 35], [134, 99, 65], [44, 22, 19], [170, 146, 109]]"
1752,F:\Temp\1982\Eddie Adams\2.jpg,"[[210, 210, 210], [30, 30, 30], [130, 130, 130], [76, 76, 76], [169, 169, 169]]"
1753,F:\Temp\1982\Peter Thomann\3.jpg,"[[184, 168, 147], [98, 59, 46], [139, 114, 90], [210, 204, 192], [51, 26, 23]]"
1754,F:\Temp\1982\Eddie Adams\7.jpg,"[[63, 63, 63], [191, 191, 191], [105, 105, 105], [148, 148, 148], [25, 25, 25]]"
1755,F:\Temp\1982\Stormi Lee Greener\7.jpg,"[[213, 213, 213], [31, 31, 31], [76, 76, 76], [124, 124, 124], [181, 181, 181]]"
1756,F:\Temp\1982\Daniel Forster\1.jpg,"[[110, 131, 139], [151, 174, 199], [42, 63, 70], [209, 211, 222], [165, 98, 54]]"
1757,F:\Temp\1982\Wendy Watriss\5.jpg,"[[113, 113, 113], [38, 38, 38], [197, 197, 197], [72, 72, 72], [150, 150, 150]]"
1758,F:\Temp\1982\Joseph Czarnesczky\1.jpg,"[[78, 78, 78], [206, 206, 206], [138, 138, 138], [178, 178, 178], [102, 102, 102]]"
1759,F:\Temp\1982\Stormi Lee Greener\3.jpg,"[[116, 116, 116], [21, 21, 21], [211, 211, 211], [64, 64, 64], [164, 164, 164]]"
1760,F:\Temp\1982\Viktor Chernov\4.jpg,"[[101, 101, 101], [17, 17, 17], [200, 200, 200], [49, 49, 49], [154, 154, 154]]"
1761,F:\Temp\1982\Viktor Chernov\1.jpg,"[[129, 129, 129], [162, 162, 162], [25, 25, 25], [204, 204, 204], [81, 81, 81]]"
1762,F:\Temp\1982\Stormi Lee Greener\5.jpg,"[[142, 142, 142], [62, 62, 62], [29, 29, 29], [102, 102, 102], [187, 187, 187]]"
1763,F:\Temp\1982\Dieter Blum\1.jpg,"[[26, 12, 10], [207, 188, 138], [137, 47, 18], [75, 19, 11], [182, 122, 48]]"
1764,F:\Temp\1982\John Everett\6.jpg,"[[64, 64, 66], [157, 156, 161], [30, 29, 32], [194, 193, 198], [113, 112, 115]]"
1765,F:\Temp\1982\Mikhail Shteinbach\3.jpg,"[[31, 28, 29], [131, 125, 112], [84, 84, 77], [191, 194, 188], [56, 54, 51]]"
1766,F:\Temp\1982\Mikhail Shteinbach\6.jpg,"[[33, 27, 29], [227, 225, 195], [125, 107, 66], [77, 60, 44], [179, 166, 103]]"
1767,F:\Temp\1982\Dieter Blum\7.jpg,"[[29, 13, 14], [210, 195, 173], [137, 63, 43], [72, 26, 24], [183, 132, 90]]"
1768,F:\Temp\1982\François Lochon\1.jpg,"[[32, 31, 26], [219, 219, 220], [154, 141, 118], [93, 84, 68], [178, 191, 197]]"
1769,F:\Temp\1982\John Everett\4.jpg,"[[76, 76, 78], [164, 163, 168], [36, 35, 37], [124, 123, 127], [194, 194, 199]]"
1770,F:\Temp\1982\Gary Friedman\6.jpg,"[[209, 209, 209], [89, 89, 89], [130, 130, 130], [49, 49, 49], [170, 170, 170]]"
1771,F:\Temp\1982\Fritz Pölking\1.jpg,"[[134, 145, 125], [92, 104, 104], [206, 210, 180], [132, 168, 181], [58, 50, 49]]"
1772,F:\Temp\1982\Viktor Chernov\2.jpg,"[[119, 119, 119], [205, 205, 205], [66, 66, 66], [168, 168, 168], [26, 26, 26]]"
1773,F:\Temp\1982\Masahiko Ohki\1.jpg,"[[223, 223, 223], [103, 103, 103], [153, 153, 153], [50, 50, 50], [197, 197, 197]]"
1774,F:\Temp\1982\Hans-Joachim Ellerbrock\1.jpg,"[[209, 209, 209], [53, 53, 53], [154, 154, 154], [179, 179, 179], [106, 106, 106]]"
1775,F:\Temp\1982\John Everett\5.jpg,"[[36, 35, 38], [206, 207, 212], [123, 122, 126], [70, 70, 72], [173, 173, 178]]"
1776,F:\Temp\1982\Dieter Blum\9.jpg,"[[26, 12, 14], [210, 199, 181], [98, 24, 22], [188, 145, 107], [152, 72, 51]]"
1777,F:\Temp\1982\Viktor Chernov\6.jpg,"[[195, 195, 195], [18, 18, 18], [106, 106, 106], [151, 151, 151], [58, 58, 58]]"
1778,F:\Temp\1982\Dieter Blum\4.jpg,"[[35, 13, 10], [202, 171, 95], [180, 124, 55], [212, 197, 145], [110, 30, 17]]"
1779,F:\Temp\1982\Gary Friedman\4.jpg,"[[206, 206, 206], [126, 126, 126], [43, 43, 43], [167, 167, 167], [83, 83, 83]]"
1780,F:\Temp\1982\Mikhail Shteinbach\5.jpg,"[[60, 54, 51], [199, 200, 186], [95, 90, 81], [32, 29, 29], [142, 137, 124]]"
1781,F:\Temp\1982\Wendy Watriss\4.jpg,"[[28, 28, 28], [143, 143, 143], [184, 184, 184], [44, 44, 44], [94, 94, 94]]"
1782,F:\Temp\1982\Mikhail Shteinbach\1.jpg,"[[86, 69, 44], [33, 24, 26], [213, 210, 186], [130, 117, 76], [171, 164, 119]]"
1783,F:\Temp\1982\Masahiko Ohki\2.jpg,"[[48, 48, 48], [236, 236, 236], [132, 132, 132], [80, 80, 80], [195, 195, 195]]"
1784,F:\Temp\1982\Gary Friedman\8.jpg,"[[194, 194, 194], [97, 97, 97], [147, 147, 147], [57, 57, 57], [218, 218, 218]]"
1785,F:\Temp\1982\Victor Zagumyonnov\4.jpg,"[[155, 155, 155], [74, 74, 74], [115, 115, 115], [210, 210, 210], [36, 36, 36]]"
1786,F:\Temp\1982\Mikhail Shteinbach\4.jpg,"[[208, 207, 189], [32, 27, 26], [117, 108, 79], [158, 151, 114], [76, 63, 44]]"
1787,F:\Temp\1982\Douglas Kirkland\1.jpg,"[[82, 76, 69], [36, 31, 29], [108, 103, 86], [63, 57, 52], [212, 206, 164]]"
1788,F:\Temp\1982\Viktor Chernov\7.jpg,"[[141, 141, 141], [207, 207, 207], [42, 42, 42], [171, 171, 171], [96, 96, 96]]"
1789,F:\Temp\1982\Eduard Pesov & Vasily Yegorov\1.jpg,"[[30, 30, 30], [163, 163, 163], [71, 71, 71], [211, 211, 211], [116, 116, 116]]"
1790,F:\Temp\1982\Dieter Blum\8.jpg,"[[152, 60, 33], [30, 13, 13], [215, 200, 155], [196, 149, 81], [77, 23, 18]]"
1791,F:\Temp\1982\Sergey Vasiliev\1.jpg,"[[61, 61, 61], [140, 140, 140], [193, 193, 193], [29, 29, 29], [99, 99, 99]]"
1792,F:\Temp\1982\Eddie Adams\4.jpg,"[[67, 67, 67], [163, 163, 163], [117, 117, 117], [198, 198, 198], [25, 25, 25]]"
1793,F:\Temp\1982\Victor Zagumyonnov\2.jpg,"[[47, 47, 47], [219, 219, 219], [124, 124, 124], [81, 81, 81], [172, 172, 172]]"
1794,F:\Temp\1982\Victor Zagumyonnov\5.jpg,"[[114, 114, 114], [209, 209, 209], [37, 37, 37], [162, 162, 162], [72, 72, 72]]"
1795,F:\Temp\1982\Mikhail Shteinbach\2.jpg,"[[29, 26, 25], [152, 155, 144], [205, 212, 210], [69, 63, 58], [110, 106, 97]]"
1796,F:\Temp\1982\Masahiko Ohki\3.jpg,"[[59, 59, 59], [224, 224, 224], [145, 145, 145], [100, 100, 100], [187, 187, 187]]"
1797,F:\Temp\1982\Viktor Chernov\5.jpg,"[[208, 208, 208], [21, 21, 21], [111, 111, 111], [159, 159, 159], [61, 61, 61]]"
1798,F:\Temp\1982\Gary Friedman\5.jpg,"[[94, 94, 94], [175, 175, 175], [135, 135, 135], [59, 59, 59], [220, 220, 220]]"
1799,F:\Temp\1982\Wendy Watriss\2.jpg,"[[39, 39, 39], [209, 209, 209], [113, 113, 113], [73, 73, 73], [160, 160, 160]]"
1800,F:\Temp\1982\Dieter Blum\6.jpg,"[[31, 12, 11], [187, 150, 108], [155, 76, 46], [97, 31, 22], [204, 192, 171]]"
1801,F:\Temp\1982\Ken Regan\1.jpg,"[[205, 158, 91], [41, 31, 28], [166, 170, 216], [114, 97, 69], [154, 77, 12]]"
1802,F:\Temp\1982\Eddie Adams\3.jpg,"[[48, 48, 48], [191, 191, 191], [25, 25, 25], [124, 124, 124], [78, 78, 78]]"
1803,F:\Temp\1982\Wendy Watriss\5.jpg,"[[113, 113, 113], [38, 38, 38], [197, 197, 197], [72, 72, 72], [150, 150, 150]]"
1804,F:\Temp\1982\Dölf Preisig\6.jpg,"[[30, 30, 30], [207, 207, 207], [102, 102, 102], [150, 150, 150], [62, 62, 62]]"
1805,F:\Temp\1982\Makram Karim\2.jpg,"[[85, 85, 85], [206, 206, 206], [145, 145, 145], [175, 175, 175], [116, 116, 116]]"
1806,F:\Temp\1982\Imre Benkö\1.jpg,"[[210, 210, 210], [106, 106, 106], [52, 52, 52], [146, 146, 146], [184, 184, 184]]"
1807,F:\Temp\1982\François Lochon\1.jpg,"[[32, 31, 26], [219, 219, 220], [154, 141, 118], [93, 84, 68], [178, 191, 197]]"
1808,F:\Temp\1982\Viktor Chernov\2.jpg,"[[119, 119, 119], [205, 205, 205], [66, 66, 66], [168, 168, 168], [26, 26, 26]]"
1809,F:\Temp\1982\Dieter Blum\5.jpg,"[[26, 15, 14], [202, 194, 163], [101, 81, 58], [54, 42, 38], [158, 139, 86]]"
1810,F:\Temp\1982\Michel Lipchitz\1.jpg,"[[66, 66, 66], [159, 159, 159], [34, 34, 34], [114, 114, 114], [202, 202, 202]]"
1811,F:\Temp\1982\Dieter Blum\4.jpg,"[[35, 13, 10], [202, 171, 95], [180, 124, 55], [212, 197, 145], [110, 30, 17]]"
1812,F:\Temp\1982\Ron Edmonds\8.jpg,"[[28, 28, 28], [144, 144, 144], [71, 71, 71], [180, 180, 180], [108, 108, 108]]"
1813,F:\Temp\1982\Ron Edmonds\3.jpg,"[[153, 153, 153], [75, 75, 75], [119, 119, 119], [194, 194, 194], [33, 33, 33]]"
1814,F:\Temp\1982\Vincent Mentzel\6.jpg,"[[121, 121, 121], [27, 27, 27], [157, 157, 157], [192, 192, 192], [77, 77, 77]]"
1815,F:\Temp\1982\Viktor Chernov\1.jpg,"[[129, 129, 129], [162, 162, 162], [25, 25, 25], [204, 204, 204], [81, 81, 81]]"
1816,F:\Temp\1982\Dieter Blum\6.jpg,"[[31, 12, 11], [187, 150, 108], [155, 76, 46], [97, 31, 22], [204, 192, 171]]"
1817,F:\Temp\1982\Ron Edmonds\1.jpg,"[[54, 54, 54], [132, 132, 132], [22, 22, 22], [91, 91, 91], [173, 173, 173]]"
1818,F:\Temp\1982\Dölf Preisig\2.jpg,"[[169, 169, 169], [67, 67, 67], [216, 216, 216], [38, 38, 38], [120, 120, 120]]"
1819,F:\Temp\1982\Viktor Chernov\8.jpg,"[[171, 171, 171], [25, 25, 25], [129, 129, 129], [205, 205, 205], [78, 78, 78]]"
1820,F:\Temp\1982\Dieter Blum\2.jpg,"[[36, 13, 9], [188, 140, 48], [99, 22, 11], [201, 190, 162], [154, 67, 19]]"
1821,F:\Temp\1982\Eddie Adams\3.jpg,"[[48, 48, 48], [191, 191, 191], [25, 25, 25], [124, 124, 124], [78, 78, 78]]"
1822,F:\Temp\1982\Ron Edmonds\1.jpg,"[[54, 54, 54], [132, 132, 132], [22, 22, 22], [91, 91, 91], [173, 173, 173]]"
1823,F:\Temp\1982\Wendy Watriss\1.jpg,"[[199, 199, 199], [75, 75, 75], [34, 34, 34], [163, 163, 163], [121, 121, 121]]"
1824,F:\Temp\1982\Wendy Watriss\4.jpg,"[[28, 28, 28], [143, 143, 143], [184, 184, 184], [44, 44, 44], [94, 94, 94]]"
1825,F:\Temp\1982\Stormi Lee Greener\5.jpg,"[[142, 142, 142], [62, 62, 62], [29, 29, 29], [102, 102, 102], [187, 187, 187]]"
1826,F:\Temp\1982\Henning Christoph\1.jpg,"[[73, 73, 73], [153, 153, 153], [33, 33, 33], [201, 201, 201], [113, 113, 113]]"
1827,F:\Temp\1982\Gary Friedman\1.jpg,"[[60, 60, 60], [223, 223, 223], [158, 158, 158], [110, 110, 110], [196, 196, 196]]"
1828,F:\Temp\1982\Dieter Blum\1.jpg,"[[26, 12, 10], [207, 188, 138], [137, 47, 18], [75, 19, 11], [182, 122, 48]]"
1829,F:\Temp\1982\Ronald Kuntz\1.jpg,"[[39, 39, 42], [211, 211, 215], [120, 121, 125], [77, 77, 81], [169, 169, 174]]"
1830,F:\Temp\1982\Dölf Preisig\8.jpg,"[[166, 166, 166], [35, 35, 35], [124, 124, 124], [217, 217, 217], [76, 76, 76]]"
1831,F:\Temp\1982\Peter Thomann\4.jpg,"[[193, 192, 173], [98, 77, 58], [170, 160, 126], [56, 39, 31], [133, 114, 83]]"
1832,F:\Temp\1982\Viktor Chernov\3.jpg,"[[149, 149, 149], [25, 25, 25], [101, 101, 101], [57, 57, 57], [200, 200, 200]]"
1833,F:\Temp\1982\Vincent Mentzel\3.jpg,"[[110, 110, 110], [146, 146, 146], [24, 24, 24], [180, 180, 180], [67, 67, 67]]"
1834,F:\Temp\1982\Ron Edmonds\6.jpg,"[[165, 165, 165], [25, 25, 25], [57, 57, 57], [122, 122, 122], [81, 81, 81]]"
1835,F:\Temp\1982\Vincent Mentzel\5.jpg,"[[20, 20, 20], [136, 136, 136], [65, 65, 65], [185, 185, 185], [102, 102, 102]]"
1836,F:\Temp\1982\Vincent Mentzel\1.jpg,"[[179, 179, 179], [28, 28, 28], [110, 110, 110], [146, 146, 146], [69, 69, 69]]"
1837,F:\Temp\1982\Victor Zagumyonnov\1.jpg,"[[42, 42, 42], [176, 176, 176], [133, 133, 133], [204, 204, 204], [86, 86, 86]]"
1838,F:\Temp\1982\Dölf Preisig\3.jpg,"[[131, 131, 131], [77, 77, 77], [214, 214, 214], [169, 169, 169], [29, 29, 29]]"
1839,F:\Temp\1982\Dieter Blum\5.jpg,"[[26, 15, 14], [202, 194, 163], [101, 81, 58], [54, 42, 38], [158, 139, 86]]"
1840,F:\Temp\1982\Eddie Adams\8.jpg,"[[85, 85, 85], [136, 136, 136], [61, 61, 61], [208, 208, 208], [111, 111, 111]]"
1841,F:\Temp\1982\John Everett\1.jpg,"[[211, 211, 215], [65, 65, 67], [28, 27, 30], [113, 113, 115], [165, 164, 168]]"
1842,F:\Temp\1982\Peter Thomann\2.jpg,"[[37, 23, 22], [169, 175, 170], [123, 88, 64], [74, 50, 37], [170, 136, 101]]"
1843,F:\Temp\1982\Clem Murray\1.jpg,"[[210, 211, 214], [71, 71, 73], [168, 169, 172], [121, 121, 123], [28, 27, 29]]"
1844,F:\Temp\1982\Vincent Mentzel\2.jpg,"[[174, 174, 174], [23, 23, 23], [101, 101, 101], [137, 137, 137], [62, 62, 62]]"
1845,F:\Temp\1982\Stormi Lee Greener\4.jpg,"[[50, 50, 50], [142, 142, 142], [19, 19, 19], [92, 92, 92], [199, 199, 199]]"
1846,F:\Temp\1982\Dieter Blum\2.jpg,"[[36, 13, 9], [188, 140, 48], [99, 22, 11], [201, 190, 162], [154, 67, 19]]"
1847,F:\Temp\1982\Dölf Preisig\7.jpg,"[[28, 28, 28], [180, 180, 180], [126, 126, 126], [215, 215, 215], [74, 74, 74]]"
1848,F:\Temp\1982\Masahiko Ohki\4.jpg,"[[237, 237, 237], [107, 107, 107], [161, 161, 161], [58, 58, 58], [207, 207, 207]]"
1849,F:\Temp\1982\Wendy Watriss\5.jpg,"[[113, 113, 113], [38, 38, 38], [197, 197, 197], [72, 72, 72], [150, 150, 150]]"
1850,F:\Temp\1982\Dölf Preisig\1.jpg,"[[28, 28, 28], [171, 171, 171], [63, 63, 63], [117, 117, 117], [215, 215, 215]]"
1851,F:\Temp\1982\Wendy Watriss\1.jpg,"[[199, 199, 199], [75, 75, 75], [34, 34, 34], [163, 163, 163], [121, 121, 121]]"
1852,F:\Temp\1982\Wendy Watriss\6.jpg,"[[27, 27, 27], [156, 156, 156], [104, 104, 104], [194, 194, 194], [63, 63, 63]]"
