initial index,Path,Colors_RGB
5894,F:\Temp\1999\Jodi Bieber\8.jpg,"[[162, 162, 162], [77, 77, 77], [122, 122, 122], [194, 194, 194], [31, 31, 31]]"
5895,F:\Temp\1999\Eyal Warshavsky\3.jpg,"[[117, 118, 124], [29, 31, 36], [245, 238, 234], [70, 76, 88], [171, 172, 176]]"
5896,F:\Temp\1999\Michael Williamson\9.jpg,"[[26, 26, 26], [222, 222, 222], [82, 82, 82], [135, 135, 135], [194, 194, 194]]"
5897,F:\Temp\1999\Seamus Murphy\3.jpg,"[[149, 149, 149], [25, 25, 25], [103, 103, 103], [60, 60, 60], [189, 189, 189]]"
5898,F:\Temp\1999\Jodi Bieber\2.jpg,"[[177, 177, 177], [122, 122, 122], [157, 157, 157], [41, 41, 41], [198, 198, 198]]"
5899,F:\Temp\1999\Santiago Lyon\1.jpg,"[[196, 176, 165], [39, 32, 31], [117, 89, 80], [228, 225, 224], [154, 132, 122]]"
5900,F:\Temp\1999\Craig Golding\1.jpg,"[[43, 42, 42], [207, 200, 191], [124, 119, 110], [167, 160, 149], [80, 78, 75]]"
5901,F:\Temp\1999\Themba Hadebe\1.jpg,"[[32, 31, 32], [172, 161, 155], [112, 102, 102], [236, 229, 222], [64, 59, 62]]"
5902,F:\Temp\1999\Craig Golding\4.jpg,"[[193, 178, 168], [67, 68, 82], [33, 33, 37], [113, 105, 109], [157, 140, 134]]"
5903,F:\Temp\1999\Eyal Warshavsky\7.jpg,"[[69, 72, 80], [140, 143, 139], [32, 33, 35], [171, 98, 59], [196, 198, 190]]"
5904,F:\Temp\1999\Jodi Bieber\3.jpg,"[[41, 41, 41], [165, 165, 165], [117, 117, 117], [77, 77, 77], [203, 203, 203]]"
5905,F:\Temp\1999\Jodi Bieber\9.jpg,"[[78, 78, 78], [192, 192, 192], [41, 41, 41], [122, 122, 122], [165, 165, 165]]"
5906,F:\Temp\1999\Stephen Dupont\5.jpg,"[[170, 170, 170], [39, 39, 39], [125, 125, 125], [150, 150, 150], [87, 87, 87]]"
5907,F:\Temp\1999\Jodi Bieber\6.jpg,"[[40, 40, 40], [155, 155, 155], [116, 116, 116], [197, 197, 197], [74, 74, 74]]"
5908,F:\Temp\1999\Didier Debusschere\1.jpg,"[[121, 106, 69], [41, 39, 34], [200, 203, 193], [166, 162, 132], [72, 137, 159]]"
5909,F:\Temp\1999\Eyal Warshavsky\6.jpg,"[[164, 159, 167], [30, 26, 34], [82, 68, 77], [127, 114, 120], [234, 222, 212]]"
5910,F:\Temp\1999\Kim Jae Young\1.jpg,"[[216, 208, 205], [57, 61, 61], [114, 111, 103], [17, 22, 27], [170, 161, 157]]"
5911,F:\Temp\1999\Craig Golding\2.jpg,"[[180, 150, 124], [98, 57, 41], [151, 114, 91], [226, 221, 216], [126, 86, 66]]"
5912,F:\Temp\1999\Craig Golding\8.jpg,"[[35, 33, 29], [196, 178, 140], [121, 101, 73], [103, 53, 40], [157, 147, 85]]"
5913,F:\Temp\1999\Stephen Dupont\4.jpg,"[[39, 39, 39], [167, 167, 167], [79, 79, 79], [199, 199, 199], [138, 138, 138]]"
5914,F:\Temp\1999\Jodi Bieber\5.jpg,"[[50, 50, 50], [131, 131, 131], [111, 111, 111], [86, 86, 86], [156, 156, 156]]"
5915,F:\Temp\1999\Stephen Dupont\2.jpg,"[[166, 166, 166], [43, 43, 43], [183, 183, 183], [123, 123, 123], [146, 146, 146]]"
5916,F:\Temp\1999\Thys Dullaart\8.jpg,"[[144, 144, 144], [31, 31, 31], [100, 100, 100], [187, 187, 187], [59, 59, 59]]"
5917,F:\Temp\1999\Craig Golding\5.jpg,"[[192, 187, 177], [28, 28, 28], [161, 161, 100], [84, 72, 67], [122, 119, 108]]"
5918,F:\Temp\1999\Jodi Bieber\7.jpg,"[[39, 39, 39], [158, 158, 158], [124, 124, 124], [189, 189, 189], [87, 87, 87]]"
5919,F:\Temp\1999\Antonin Kratochvil\3.jpg,"[[219, 219, 219], [28, 28, 28], [107, 107, 107], [63, 63, 63], [157, 157, 157]]"
5920,F:\Temp\1999\Craig Golding\7.jpg,"[[179, 176, 174], [26, 26, 26], [93, 90, 88], [162, 161, 160], [194, 187, 183]]"
5921,F:\Temp\1999\Shafiqul Alam Kiron\8.jpg,"[[31, 31, 31], [139, 139, 139], [107, 107, 107], [164, 164, 164], [69, 69, 69]]"
5922,F:\Temp\1999\Eyal Warshavsky\5.jpg,"[[28, 21, 26], [220, 217, 214], [102, 96, 99], [163, 157, 159], [59, 52, 59]]"
5923,F:\Temp\1999\James Nachtwey\6.jpg,"[[115, 115, 116], [33, 33, 34], [196, 196, 197], [73, 73, 74], [157, 157, 158]]"
5924,F:\Temp\1999\James Nachtwey\8.jpg,"[[114, 114, 114], [35, 35, 35], [146, 146, 146], [186, 186, 186], [76, 76, 76]]"
5925,F:\Temp\1999\Simon Bruty\1.jpg,"[[78, 83, 96], [143, 124, 34], [195, 190, 182], [37, 33, 34], [142, 135, 100]]"
5926,F:\Temp\1999\Eyal Warshavsky\4.jpg,"[[113, 104, 102], [38, 34, 33], [221, 213, 209], [74, 64, 62], [162, 153, 151]]"
5927,F:\Temp\1999\Srdjan Ilic\10.jpg,"[[209, 201, 206], [29, 26, 28], [135, 101, 94], [90, 59, 59], [175, 153, 152]]"
5928,F:\Temp\1999\Srdjan Ilic\5.jpg,"[[161, 145, 137], [78, 63, 54], [28, 24, 24], [125, 107, 92], [212, 199, 199]]"
5929,F:\Temp\1999\James Nachtwey\1.jpg,"[[167, 167, 168], [75, 75, 76], [120, 119, 120], [33, 33, 33], [206, 206, 206]]"
5930,F:\Temp\1999\James Nachtwey\2.jpg,"[[27, 27, 27], [158, 158, 158], [118, 118, 118], [202, 202, 202], [67, 67, 67]]"
5931,F:\Temp\1999\Shafiqul Alam Kiron\4.jpg,"[[65, 65, 65], [151, 151, 151], [100, 100, 100], [188, 188, 188], [36, 36, 36]]"
5932,F:\Temp\1999\Michael Amendolia\6.jpg,"[[113, 113, 113], [32, 32, 32], [216, 216, 216], [161, 161, 161], [72, 72, 72]]"
5933,F:\Temp\1999\Craig Golding\10.jpg,"[[110, 78, 57], [170, 144, 118], [32, 24, 27], [153, 126, 101], [187, 179, 175]]"
5934,F:\Temp\1999\Shafiqul Alam Kiron\6.jpg,"[[26, 26, 26], [89, 89, 89], [172, 172, 172], [50, 50, 50], [129, 129, 129]]"
5935,F:\Temp\1999\Seamus Murphy\7.jpg,"[[29, 29, 29], [150, 150, 150], [68, 68, 68], [188, 188, 188], [110, 110, 110]]"
5936,F:\Temp\1999\Shafiqul Alam Kiron\5.jpg,"[[61, 61, 61], [149, 149, 149], [34, 34, 34], [123, 123, 123], [97, 97, 97]]"
5937,F:\Temp\1999\Shafiqul Alam Kiron\3.jpg,"[[90, 90, 90], [62, 62, 62], [172, 172, 172], [137, 137, 137], [33, 33, 33]]"
5938,F:\Temp\1999\Seamus Murphy\1.jpg,"[[40, 40, 40], [173, 173, 173], [135, 135, 135], [211, 211, 211], [90, 90, 90]]"
5939,F:\Temp\1999\Srdjan Ilic\3.jpg,"[[31, 31, 30], [134, 104, 94], [218, 205, 207], [76, 62, 60], [173, 142, 132]]"
5940,F:\Temp\1999\Srdjan Ilic\8.jpg,"[[205, 202, 206], [28, 26, 27], [119, 99, 88], [70, 56, 53], [157, 149, 146]]"
5941,F:\Temp\1999\Max Aguilera-Hellweg\1.jpg,"[[213, 214, 212], [24, 24, 24], [142, 143, 148], [218, 178, 78], [81, 72, 73]]"
5942,F:\Temp\1999\Roger Lemoyne\10.jpg,"[[65, 65, 65], [164, 164, 164], [25, 25, 25], [112, 112, 112], [217, 217, 217]]"
5943,F:\Temp\1999\Roger Lemoyne\9.jpg,"[[30, 30, 30], [185, 185, 185], [88, 88, 88], [219, 219, 219], [140, 140, 140]]"
5944,F:\Temp\1999\Eyal Warshavsky\2.jpg,"[[52, 50, 50], [166, 155, 148], [216, 212, 206], [27, 25, 23], [106, 99, 94]]"
5945,F:\Temp\1999\Eyal Warshavsky\1.jpg,"[[91, 79, 75], [168, 160, 154], [41, 39, 41], [131, 117, 108], [213, 209, 202]]"
5946,F:\Temp\1999\James Nachtwey\10.jpg,"[[25, 25, 25], [155, 155, 155], [68, 68, 68], [191, 191, 191], [115, 115, 115]]"
5947,F:\Temp\1999\James Nachtwey\7.jpg,"[[74, 74, 74], [182, 182, 182], [33, 33, 33], [150, 150, 150], [117, 117, 117]]"
5948,F:\Temp\1999\Stephen Dupont\1.jpg,"[[214, 214, 214], [23, 23, 23], [59, 59, 59], [190, 190, 190], [105, 105, 105]]"
5949,F:\Temp\1999\James Nachtwey\9.jpg,"[[30, 30, 30], [144, 144, 144], [102, 102, 102], [62, 62, 62], [181, 181, 181]]"
5950,F:\Temp\1999\James Nachtwey\5.jpg,"[[28, 27, 28], [148, 148, 148], [187, 186, 187], [113, 113, 113], [74, 74, 74]]"
5951,F:\Temp\1999\Stephen Dupont\8.jpg,"[[42, 42, 42], [128, 128, 128], [71, 71, 71], [161, 161, 161], [99, 99, 99]]"
5952,F:\Temp\1999\James Nachtwey\4.jpg,"[[43, 43, 43], [198, 198, 199], [120, 120, 122], [161, 161, 163], [79, 79, 81]]"
5953,F:\Temp\1999\James Nachtwey\3.jpg,"[[33, 33, 33], [147, 147, 147], [105, 105, 105], [181, 181, 181], [65, 65, 65]]"
5954,F:\Temp\1999\Craig Golding\9.jpg,"[[212, 204, 190], [104, 92, 76], [49, 39, 36], [147, 135, 116], [184, 171, 151]]"
5955,F:\Temp\1999\Craig Golding\6.jpg,"[[157, 114, 96], [148, 89, 44], [214, 197, 179], [87, 84, 87], [41, 42, 53]]"
5956,F:\Temp\1999\Srdjan Ilic\1.jpg,"[[31, 28, 27], [187, 162, 153], [90, 64, 53], [224, 215, 218], [143, 110, 93]]"
5957,F:\Temp\1999\Jodi Bieber\1.jpg,"[[203, 203, 203], [44, 44, 44], [148, 148, 148], [105, 105, 105], [178, 178, 178]]"
5958,F:\Temp\1999\Peter Ginter\8.jpg,"[[162, 93, 53], [212, 201, 191], [48, 51, 35], [131, 147, 132], [77, 111, 87]]"
5959,F:\Temp\1999\Floris Leeuwenberg\6.jpg,"[[206, 122, 52], [47, 21, 21], [163, 62, 25], [234, 200, 104], [105, 31, 20]]"
5960,F:\Temp\1999\Shafiqul Alam Kiron\9.jpg,"[[48, 48, 48], [127, 127, 127], [103, 103, 103], [158, 158, 158], [74, 74, 74]]"
5961,F:\Temp\1999\Antonin Kratochvil\4.jpg,"[[33, 33, 33], [232, 232, 232], [141, 141, 141], [83, 83, 83], [191, 191, 191]]"
5962,F:\Temp\1999\Stephen Dupont\9.jpg,"[[89, 89, 89], [177, 177, 177], [48, 48, 48], [205, 205, 205], [137, 137, 137]]"
5963,F:\Temp\1999\Shafiqul Alam Kiron\1.jpg,"[[43, 43, 43], [150, 150, 150], [123, 123, 123], [171, 171, 171], [84, 84, 84]]"
5964,F:\Temp\1999\Jodi Bieber\10.jpg,"[[206, 206, 206], [93, 93, 93], [44, 44, 44], [140, 140, 140], [178, 178, 178]]"
5965,F:\Temp\1999\Antonin Kratochvil\5.jpg,"[[29, 29, 29], [132, 132, 132], [218, 218, 218], [176, 176, 176], [75, 75, 75]]"
5966,F:\Temp\1999\Srdjan Ilic\2.jpg,"[[171, 149, 140], [29, 28, 28], [85, 74, 67], [222, 212, 220], [129, 111, 99]]"
5967,F:\Temp\1999\Srdjan Ilic\7.jpg,"[[86, 66, 58], [161, 147, 147], [130, 104, 89], [206, 193, 200], [36, 34, 33]]"
5968,F:\Temp\1999\Seamus Murphy\5.jpg,"[[28, 28, 28], [154, 154, 156], [116, 116, 118], [196, 196, 198], [74, 74, 76]]"
5969,F:\Temp\1999\Jodi Bieber\2.jpg,"[[177, 177, 177], [122, 122, 122], [157, 157, 157], [41, 41, 41], [198, 198, 198]]"
5970,F:\Temp\1999\Seamus Murphy\4.jpg,"[[187, 187, 187], [43, 43, 43], [127, 127, 127], [93, 93, 93], [159, 159, 159]]"
5971,F:\Temp\1999\Seamus Murphy\8.jpg,"[[103, 103, 103], [23, 23, 23], [200, 200, 200], [61, 61, 61], [146, 146, 146]]"
5972,F:\Temp\1999\Srdjan Ilic\6.jpg,"[[36, 34, 33], [188, 159, 134], [225, 221, 223], [88, 70, 63], [150, 120, 96]]"
5973,F:\Temp\1999\Stephan Elleringmann\1.jpg,"[[50, 96, 106], [149, 208, 219], [106, 170, 181], [22, 29, 34], [77, 134, 145]]"
5974,F:\Temp\1999\Stephen Dupont\3.jpg,"[[175, 175, 175], [33, 33, 33], [146, 146, 146], [67, 67, 67], [115, 115, 115]]"
5975,F:\Temp\1999\Seamus Murphy\2.jpg,"[[178, 178, 179], [44, 44, 44], [220, 220, 220], [86, 86, 87], [133, 133, 134]]"
5976,F:\Temp\1999\Jodi Bieber\5.jpg,"[[50, 50, 50], [131, 131, 131], [111, 111, 111], [86, 86, 86], [156, 156, 156]]"
5977,F:\Temp\1999\Srdjan Ilic\4.jpg,"[[78, 63, 57], [167, 152, 145], [32, 29, 31], [118, 106, 98], [228, 220, 222]]"
5978,F:\Temp\1999\Stephan Elleringmann\1.jpg,"[[50, 96, 106], [149, 208, 219], [106, 170, 181], [22, 29, 34], [77, 134, 145]]"
5979,F:\Temp\1999\Michael Amendolia\1.jpg,"[[43, 43, 42], [196, 196, 189], [142, 142, 136], [247, 247, 244], [85, 85, 82]]"
5980,F:\Temp\1999\Michael Williamson\8.jpg,"[[223, 223, 223], [71, 71, 71], [30, 30, 30], [167, 167, 167], [115, 115, 115]]"
5981,F:\Temp\1999\Seamus Murphy\9.jpg,"[[65, 65, 65], [208, 208, 208], [28, 28, 28], [152, 152, 152], [110, 110, 110]]"
5982,F:\Temp\1999\Paolo Pellegrin\1.jpg,"[[28, 28, 28], [120, 120, 120], [58, 58, 58], [164, 164, 164], [88, 88, 88]]"
5983,F:\Temp\1999\Michael Amendolia\3.jpg,"[[211, 211, 211], [42, 42, 42], [132, 132, 132], [167, 167, 167], [88, 88, 88]]"
5984,F:\Temp\1999\Michael Amendolia\2.jpg,"[[20, 20, 20], [165, 165, 165], [66, 66, 66], [221, 221, 221], [113, 113, 113]]"
5985,F:\Temp\1999\Antonin Kratochvil\1.jpg,"[[20, 20, 20], [189, 189, 189], [125, 125, 125], [232, 232, 232], [67, 67, 67]]"
5986,F:\Temp\1999\Michael Amendolia\4.jpg,"[[210, 210, 210], [89, 89, 89], [172, 172, 172], [39, 39, 39], [136, 136, 136]]"
5987,F:\Temp\1999\Michael Amendolia\7.jpg,"[[207, 207, 207], [37, 37, 37], [79, 79, 79], [165, 165, 165], [122, 122, 122]]"
5988,F:\Temp\1999\Stephen Dupont\6.jpg,"[[93, 93, 93], [35, 35, 35], [142, 142, 142], [114, 114, 114], [65, 65, 65]]"
5989,F:\Temp\1999\Jodi Bieber\7.jpg,"[[39, 39, 39], [158, 158, 158], [124, 124, 124], [189, 189, 189], [87, 87, 87]]"
5990,F:\Temp\1999\Seamus Murphy\6.jpg,"[[207, 207, 207], [44, 44, 44], [150, 150, 150], [88, 88, 88], [183, 183, 183]]"
5991,F:\Temp\1999\Jodi Bieber\4.jpg,"[[193, 193, 193], [79, 79, 79], [37, 37, 37], [125, 125, 125], [167, 167, 167]]"
5992,F:\Temp\1999\Jodi Bieber\8.jpg,"[[162, 162, 162], [77, 77, 77], [122, 122, 122], [194, 194, 194], [31, 31, 31]]"
5993,F:\Temp\1999\Jodi Bieber\6.jpg,"[[40, 40, 40], [155, 155, 155], [116, 116, 116], [197, 197, 197], [74, 74, 74]]"
5994,F:\Temp\1999\Jodi Bieber\3.jpg,"[[41, 41, 41], [165, 165, 165], [117, 117, 117], [77, 77, 77], [203, 203, 203]]"
5995,F:\Temp\1999\Floris Leeuwenberg\8.jpg,"[[116, 55, 31], [185, 131, 90], [216, 174, 108], [166, 90, 51], [44, 28, 26]]"
5996,F:\Temp\1999\Srdjan Ilic\9.jpg,"[[121, 108, 86], [29, 29, 26], [197, 196, 187], [161, 151, 130], [76, 60, 48]]"
5997,F:\Temp\1999\Michael Williamson\3.jpg,"[[30, 30, 30], [206, 206, 206], [120, 120, 120], [162, 162, 162], [79, 79, 79]]"
5998,F:\Temp\1999\Michael Williamson\2.jpg,"[[33, 33, 33], [119, 119, 119], [213, 213, 213], [75, 75, 75], [165, 165, 165]]"
5999,F:\Temp\1999\Michael Williamson\1.jpg,"[[81, 81, 81], [187, 187, 187], [49, 49, 49], [118, 118, 118], [153, 153, 153]]"
6000,F:\Temp\1999\Floris Leeuwenberg\10.jpg,"[[28, 28, 28], [233, 198, 105], [173, 116, 54], [251, 242, 165], [101, 56, 34]]"
6001,F:\Temp\1999\Peter Ginter\9.jpg,"[[215, 214, 168], [125, 82, 45], [208, 185, 94], [58, 29, 22], [178, 133, 63]]"
6002,F:\Temp\1999\Michael Williamson\7.jpg,"[[30, 30, 30], [226, 226, 226], [134, 134, 134], [88, 88, 88], [178, 178, 178]]"
6003,F:\Temp\1999\Peter Ginter\7.jpg,"[[214, 219, 158], [111, 60, 29], [36, 11, 15], [161, 114, 42], [211, 187, 63]]"
6004,F:\Temp\1999\Harry Borden\1.jpg,"[[202, 202, 202], [28, 28, 28], [141, 141, 141], [90, 90, 90], [175, 175, 175]]"
6005,F:\Temp\1999\Floris Leeuwenberg\5.jpg,"[[152, 46, 29], [40, 23, 23], [235, 218, 178], [96, 26, 24], [199, 122, 84]]"
6006,F:\Temp\1999\Floris Leeuwenberg\4.jpg,"[[165, 124, 88], [36, 29, 28], [209, 189, 150], [103, 71, 45], [236, 233, 219]]"
6007,F:\Temp\1999\Floris Leeuwenberg\3.jpg,"[[93, 55, 27], [210, 173, 98], [164, 130, 85], [47, 27, 18], [131, 88, 50]]"
6008,F:\Temp\1999\Floris Leeuwenberg\2.jpg,"[[25, 25, 24], [191, 191, 111], [124, 129, 74], [243, 242, 193], [59, 68, 41]]"
6009,F:\Temp\1999\Floris Leeuwenberg\9.jpg,"[[25, 26, 29], [172, 177, 131], [109, 119, 97], [47, 82, 95], [38, 51, 54]]"
6010,F:\Temp\1999\Michael Williamson\6.jpg,"[[31, 31, 31], [174, 174, 174], [127, 127, 127], [212, 212, 212], [72, 72, 72]]"
6011,F:\Temp\1999\Peter Ginter\6.jpg,"[[226, 221, 173], [98, 80, 41], [159, 131, 65], [197, 172, 95], [31, 26, 18]]"
6012,F:\Temp\1999\Peter Ginter\5.jpg,"[[34, 47, 30], [217, 213, 176], [213, 183, 62], [151, 112, 32], [63, 133, 118]]"
6013,F:\Temp\1999\Michael Williamson\5.jpg,"[[33, 33, 33], [169, 169, 169], [113, 113, 113], [208, 208, 208], [63, 63, 63]]"
6014,F:\Temp\1999\Michael Amendolia\9.jpg,"[[220, 220, 220], [91, 91, 91], [135, 135, 135], [181, 181, 181], [46, 46, 46]]"
6015,F:\Temp\1999\Peter Ginter\4.jpg,"[[97, 74, 34], [212, 177, 100], [239, 233, 209], [165, 124, 56], [31, 27, 16]]"
6016,F:\Temp\1999\Peter Ginter\3.jpg,"[[168, 187, 163], [98, 120, 85], [203, 213, 201], [131, 154, 118], [51, 68, 53]]"
6017,F:\Temp\1999\Peter Ginter\2.jpg,"[[99, 55, 20], [210, 161, 54], [22, 21, 11], [222, 202, 100], [180, 106, 33]]"
6018,F:\Temp\1999\Peter Ginter\1.jpg,"[[163, 182, 154], [30, 30, 22], [105, 121, 83], [202, 209, 193], [132, 152, 115]]"
6019,F:\Temp\1999\Michael Williamson\10.jpg,"[[33, 33, 33], [169, 169, 169], [140, 140, 140], [73, 73, 73], [226, 226, 226]]"
6020,F:\Temp\1999\Floris Leeuwenberg\1.jpg,"[[42, 92, 145], [178, 211, 219], [71, 144, 197], [29, 59, 99], [22, 30, 48]]"
6021,F:\Temp\1999\Antonin Kratochvil\2.jpg,"[[73, 73, 73], [210, 210, 210], [32, 32, 32], [118, 118, 118], [168, 168, 168]]"
6022,F:\Temp\1999\Michael Amendolia\10.jpg,"[[82, 82, 82], [224, 224, 224], [34, 34, 34], [132, 132, 132], [181, 181, 181]]"
6023,F:\Temp\1999\Floris Leeuwenberg\7.jpg,"[[161, 77, 47], [45, 32, 31], [191, 136, 82], [105, 61, 39], [228, 198, 135]]"
6024,F:\Temp\1999\Michael Amendolia\8.jpg,"[[121, 121, 121], [22, 22, 22], [207, 207, 207], [73, 73, 73], [165, 165, 165]]"
6025,F:\Temp\1999\Michael Amendolia\5.jpg,"[[80, 80, 80], [214, 214, 214], [131, 131, 131], [177, 177, 177], [33, 33, 33]]"
6026,F:\Temp\1999\Shafiqul Alam Kiron\2.jpg,"[[42, 42, 42], [97, 97, 97], [148, 148, 148], [69, 69, 69], [121, 121, 121]]"
6027,F:\Temp\1999\Michael Williamson\4.jpg,"[[76, 76, 76], [198, 198, 198], [34, 34, 34], [120, 120, 120], [159, 159, 159]]"
6028,F:\Temp\1999\Stephen Dupont\10.jpg,"[[88, 88, 88], [205, 205, 205], [30, 30, 30], [174, 174, 174], [138, 138, 138]]"
6029,F:\Temp\1999\Peter Ginter\10.jpg,"[[187, 199, 207], [75, 87, 67], [181, 137, 80], [86, 143, 162], [24, 29, 27]]"
6030,F:\Temp\1999\Seamus Murphy\1.jpg,"[[40, 40, 40], [173, 173, 173], [135, 135, 135], [211, 211, 211], [90, 90, 90]]"
6031,F:\Temp\1999\Shafiqul Alam Kiron\10.jpg,"[[102, 102, 102], [165, 165, 165], [42, 42, 42], [133, 133, 133], [69, 69, 69]]"
6032,F:\Temp\1999\Nicolai Fuglsig\4.jpg,"[[25, 25, 25], [172, 172, 172], [120, 120, 120], [212, 212, 212], [71, 71, 71]]"
6033,F:\Temp\1999\Dudley M. Brooks\1.jpg,"[[35, 35, 35], [162, 162, 162], [215, 215, 215], [74, 74, 74], [114, 114, 114]]"
6034,F:\Temp\1999\Stefano De Luigi\1.jpg,"[[39, 39, 39], [157, 157, 157], [197, 197, 197], [78, 78, 78], [117, 117, 117]]"
6035,F:\Temp\1999\Chien-Chi Chang\4.jpg,"[[190, 190, 190], [33, 33, 33], [118, 118, 118], [71, 71, 71], [159, 159, 159]]"
6036,F:\Temp\1999\Nicolai Fuglsig\3.jpg,"[[73, 73, 73], [172, 172, 172], [29, 29, 29], [123, 123, 123], [221, 221, 221]]"
6037,F:\Temp\1999\Mike Goldwater\2.jpg,"[[179, 179, 179], [29, 29, 29], [129, 129, 129], [77, 77, 77], [222, 222, 222]]"
6038,F:\Temp\1999\Dayna Smith\1.jpg,"[[53, 53, 53], [197, 197, 197], [91, 91, 91], [22, 22, 22], [144, 144, 144]]"
6039,F:\Temp\1999\Dudley M. Brooks\9.jpg,"[[116, 116, 116], [31, 31, 31], [212, 212, 212], [75, 75, 75], [166, 166, 166]]"
6040,F:\Temp\1999\Thys Dullaart\4.jpg,"[[28, 28, 28], [139, 139, 139], [98, 98, 98], [189, 189, 189], [58, 58, 58]]"
6041,F:\Temp\1999\Tom Stoddart\9.jpg,"[[175, 175, 175], [83, 82, 82], [130, 130, 130], [37, 37, 37], [222, 222, 222]]"
6042,F:\Temp\1999\Srdjan Ilic\1.jpg,"[[31, 28, 27], [187, 162, 153], [90, 64, 53], [224, 215, 218], [143, 110, 93]]"
6043,F:\Temp\1999\Nicolai Fuglsig\7.jpg,"[[163, 163, 163], [86, 86, 86], [44, 44, 44], [139, 139, 139], [187, 187, 187]]"
6044,F:\Temp\1999\Nicolai Fuglsig\6.jpg,"[[112, 112, 112], [211, 211, 211], [75, 75, 75], [157, 157, 157], [44, 44, 44]]"
6045,F:\Temp\1999\Sung Nam-Hun\1.jpg,"[[126, 126, 126], [27, 27, 27], [214, 214, 214], [169, 169, 169], [78, 78, 78]]"
6046,F:\Temp\1999\Tom Stoddart\4.jpg,"[[31, 31, 31], [132, 132, 132], [206, 206, 206], [90, 90, 89], [162, 162, 161]]"
6047,F:\Temp\1999\Nicolai Fuglsig\5.jpg,"[[26, 26, 26], [209, 209, 209], [87, 87, 87], [145, 145, 145], [49, 49, 49]]"
6048,F:\Temp\1999\Chien-Chi Chang\9.jpg,"[[33, 33, 33], [185, 185, 185], [121, 121, 121], [77, 77, 77], [155, 155, 155]]"
6049,F:\Temp\1999\Mike Goldwater\4.jpg,"[[81, 81, 81], [164, 164, 164], [43, 43, 43], [122, 122, 122], [206, 206, 206]]"
6050,F:\Temp\1999\Nicolai Fuglsig\10.jpg,"[[133, 133, 133], [35, 35, 35], [209, 209, 209], [89, 89, 89], [167, 167, 167]]"
6051,F:\Temp\1999\Eduardo Verdugo\1.jpg,"[[203, 189, 180], [91, 76, 56], [178, 160, 140], [42, 39, 30], [134, 119, 96]]"
6052,F:\Temp\1999\Mike Goldwater\10.jpg,"[[32, 32, 32], [165, 165, 165], [214, 214, 214], [76, 76, 76], [120, 120, 120]]"
6053,F:\Temp\1999\Nicolai Fuglsig\1.jpg,"[[24, 24, 24], [146, 146, 146], [105, 105, 105], [188, 188, 188], [62, 62, 62]]"
6054,F:\Temp\1999\Mike Stocker\1.jpg,"[[33, 31, 32], [128, 123, 137], [217, 210, 210], [180, 163, 168], [87, 81, 88]]"
6055,F:\Temp\1999\Dudley M. Brooks\4.jpg,"[[160, 160, 160], [21, 21, 21], [103, 103, 103], [226, 226, 226], [59, 59, 59]]"
6056,F:\Temp\1999\Jürgen Freund\9.jpg,"[[70, 135, 148], [223, 242, 230], [26, 35, 40], [138, 200, 200], [35, 79, 88]]"
6057,F:\Temp\1999\Dudley M. Brooks\5.jpg,"[[32, 32, 32], [166, 165, 165], [80, 80, 80], [200, 200, 200], [125, 125, 125]]"
6058,F:\Temp\1999\Jürgen Freund\4.jpg,"[[78, 124, 157], [147, 194, 221], [209, 228, 232], [48, 65, 79], [115, 104, 89]]"
6059,F:\Temp\1999\Jürgen Freund\2.jpg,"[[224, 221, 198], [40, 31, 24], [131, 117, 84], [171, 164, 133], [89, 69, 41]]"
6060,F:\Temp\1999\Jürgen Freund\8.jpg,"[[20, 47, 48], [98, 179, 168], [40, 106, 88], [151, 221, 211], [59, 137, 120]]"
6061,F:\Temp\1999\Jürgen Freund\7.jpg,"[[21, 62, 93], [141, 205, 207], [48, 118, 147], [228, 238, 225], [17, 28, 46]]"
6062,F:\Temp\1999\Jürgen Freund\6.jpg,"[[30, 49, 72], [223, 237, 240], [109, 152, 170], [56, 97, 121], [166, 195, 205]]"
6063,F:\Temp\1999\Jürgen Freund\5.jpg,"[[39, 54, 72], [229, 232, 221], [134, 165, 176], [89, 119, 137], [184, 203, 202]]"
6064,F:\Temp\1999\Thys Dullaart\3.jpg,"[[57, 57, 57], [143, 143, 143], [30, 30, 30], [98, 98, 98], [192, 192, 192]]"
6065,F:\Temp\1999\Jürgen Freund\3.jpg,"[[79, 85, 56], [231, 231, 206], [129, 132, 89], [175, 180, 136], [38, 40, 32]]"
6066,F:\Temp\1999\Mike Goldwater\3.jpg,"[[178, 178, 178], [83, 83, 83], [130, 130, 130], [217, 217, 217], [38, 38, 38]]"
6067,F:\Temp\1999\Nicolai Fuglsig\9.jpg,"[[29, 29, 29], [149, 149, 149], [194, 194, 194], [71, 71, 71], [110, 110, 110]]"
6068,F:\Temp\1999\Tom Stoddart\6.jpg,"[[70, 70, 70], [175, 175, 175], [28, 28, 28], [222, 222, 222], [121, 121, 121]]"
6069,F:\Temp\1999\Tom Stoddart\10.jpg,"[[29, 29, 29], [166, 166, 166], [117, 117, 117], [75, 75, 75], [206, 206, 206]]"
6070,F:\Temp\1999\Roger Lemoyne\7.jpg,"[[207, 207, 207], [77, 77, 77], [127, 127, 127], [171, 171, 171], [30, 30, 30]]"
